#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_pacdm           23:theta_pacdm           24:delta_pacdr           25:theta_pacdr        
       7.878480096226e+01       2.030462897841e-04      -1.332080900044e+00       2.328709885292e-05       8.049749375000e-07       2.012437343750e-06       3.941378619880e-11       4.024874687500e-07      -9.990606750329e-01       2.328709887377e-05       6.008318207838e-01       6.672780609724e-01      -1.332080899300e+00       2.327913632509e-05       2.386285799115e-04      -9.990606757903e-01       2.329791174197e-05      -1.843624022079e-03      -1.879474505085e-08       2.387835993072e-04       3.332064012559e-01      -9.990606750332e-01       2.328710557413e-05      -1.275943576003e+00       2.328710557412e-05 
       7.879807815063e+01       2.030847721652e-04      -1.332082494676e+00       2.329065690594e-05       8.054021278070e-07       2.013505319517e-06       3.944966630953e-11       4.027010639035e-07      -9.990618710067e-01       2.329065693074e-05       6.008337050576e-01       6.672777653847e-01      -1.332082493791e+00       2.328269022996e-05       2.387109969045e-04      -9.990618719077e-01       2.330147493111e-05      -1.844232737498e-03      -1.880403399399e-08       2.388660353731e-04       3.332063531842e-01      -9.990618710070e-01       2.329066490120e-05      -1.275941496113e+00       2.329066490120e-05 
       7.881135533900e+01       2.031232559833e-04      -1.332084095955e+00       2.329421498008e-05       8.058294773967e-07       2.014573693492e-06       3.948557337862e-11       4.029147386983e-07      -9.990630719659e-01       2.329421500885e-05       6.008355882019e-01       6.672774681510e-01      -1.332084094929e+00       2.328624415438e-05       2.387934264697e-04      -9.990630730106e-01       2.330503814292e-05      -1.844841537465e-03      -1.881332605176e-08       2.389484840031e-04       3.332063051016e-01      -9.990630719664e-01       2.329422424995e-05      -1.275939425611e+00       2.329422424994e-05 
       7.887098222340e+01       2.032961017175e-04      -1.332091368508e+00       2.331019428216e-05       8.077506382810e-07       2.019376595703e-06       3.964716225855e-11       4.038753191405e-07      -9.990685263811e-01       2.331019432879e-05       6.008440314690e-01       6.672761131586e-01      -1.332091366848e+00       2.330220480091e-05       2.391637666455e-04      -9.990685280718e-01       2.332104053681e-05      -1.847576655732e-03      -1.885509441598e-08       2.393189096466e-04       3.332060890322e-01      -9.990685263823e-01       2.331020928273e-05      -1.275930242282e+00       2.331020928273e-05 
       7.893060910780e+01       2.034689764223e-04      -1.332098772643e+00       2.332617397195e-05       8.096750164746e-07       2.024187541187e-06       3.980929677725e-11       4.048375082373e-07      -9.990740794824e-01       2.332617403651e-05       6.008524524622e-01       6.672747255884e-01      -1.332098770347e+00       2.331816580327e-05       2.395343603878e-04      -9.990740818205e-01       2.333704334939e-05      -1.850313477572e-03      -1.889692563180e-08       2.396895884967e-04       3.332058727434e-01      -9.990740794846e-01       2.332619471398e-05      -1.275921245883e+00       2.332619471398e-05 
       7.899023599220e+01       2.036418800906e-04      -1.332106306642e+00       2.334215402370e-05       8.116026160715e-07       2.029006540179e-06       3.997197852322e-11       4.058013080357e-07      -9.990797299819e-01       2.334215410628e-05       6.008608515245e-01       6.672733058697e-01      -1.332106303709e+00       2.333412713571e-05       2.399052077018e-04      -9.990797329688e-01       2.335304655493e-05      -1.853052001903e-03      -1.893881972952e-08       2.400605204298e-04       3.332056562353e-01      -9.990797299855e-01       2.334218051796e-05      -1.275912434731e+00       2.334218051796e-05 
       7.904986287660e+01       2.038148127170e-04      -1.332113969090e+00       2.335813441720e-05       8.135334413106e-07       2.033833603277e-06       4.013520909386e-11       4.067667206553e-07      -9.990854768174e-01       2.335813451789e-05       6.008692289308e-01       6.672718543566e-01      -1.332113965518e+00       2.335008877799e-05       2.402763085921e-04      -9.990854804545e-01       2.336905013324e-05      -1.855792227878e-03      -1.898077674188e-08       2.404317053524e-04       3.332054395076e-01      -9.990854768228e-01       2.335816667446e-05      -1.275903807429e+00       2.335816667446e-05 
       7.910948976099e+01       2.039877742978e-04      -1.332121758873e+00       2.337411513787e-05       8.154674965826e-07       2.038668741457e-06       4.029899009604e-11       4.077337482913e-07      -9.990913191551e-01       2.337411525674e-05       6.008775848874e-01       6.672703713272e-01      -1.332121754661e+00       2.336605071548e-05       2.406476630632e-04      -9.990913234437e-01       2.338505406973e-05      -1.858534154890e-03      -1.902279670411e-08       2.408031432023e-04       3.332052225603e-01      -9.990913191625e-01       2.337415316889e-05      -1.275895362874e+00       2.337415316889e-05 
       7.916911664539e+01       2.041607648310e-04      -1.332129675187e+00       2.339009617676e-05       8.174047864353e-07       2.043511966088e-06       4.046332314646e-11       4.087023932177e-07      -9.990972563905e-01       2.339009631390e-05       6.008859195311e-01       6.672688569827e-01      -1.332129670333e+00       2.338201293921e-05       2.410192711194e-04      -9.990972613321e-01       2.340105835548e-05      -1.861277782576e-03      -1.906487965387e-08       2.411748339486e-04       3.332050053933e-01      -9.990972564004e-01       2.339013999233e-05      -1.275887100253e+00       2.339013999232e-05 
       7.934188176502e+01       2.046621574180e-04      -1.332153323353e+00       2.343640201583e-05       8.230362685386e-07       2.057590671347e-06       4.094259981342e-11       4.115181342693e-07      -9.991149925146e-01       2.343640220638e-05       6.009099486191e-01       6.672642932723e-01      -1.332153316630e+00       2.342826408173e-05       2.420974137714e-04      -9.991149993559e-01       2.344743172618e-05      -1.869236872476e-03      -1.918716836215e-08       2.422532124153e-04       3.332043749246e-01      -9.991149925335e-01       2.343646265265e-05      -1.275864183577e+00       2.343646265264e-05 
       7.951464688465e+01       2.051637931431e-04      -1.332178033550e+00       2.348271072103e-05       8.286950684116e-07       2.071737671029e-06       4.142656480766e-11       4.143475342058e-07      -9.991335251627e-01       2.348271096572e-05       6.009337973484e-01       6.672594667206e-01      -1.332178024946e+00       2.347451782100e-05       2.431776854472e-04      -9.991335339153e-01       2.349380822394e-05      -1.877210249303e-03      -1.930998731235e-08       2.433337157565e-04       3.332037426086e-01      -9.991335251935e-01       2.348278826975e-05      -1.275842792754e+00       2.348278826974e-05 
       7.968741200429e+01       2.056656721145e-04      -1.332203814692e+00       2.352902260708e-05       8.343813129281e-07       2.085953282320e-06       4.191525858915e-11       4.171906564640e-07      -9.991528610194e-01       2.352902290662e-05       6.009574626118e-01       6.672543750997e-01      -1.332203804195e+00       2.352077447102e-05       2.442600862637e-04      -9.991528716951e-01       2.354018816373e-05      -1.885197927910e-03      -1.943333766532e-08       2.444163463092e-04       3.332031084429e-01      -9.991528610650e-01       2.352911715845e-05      -1.275822935336e+00       2.352911715844e-05 
       7.986017712392e+01       2.061677942130e-04      -1.332230635206e+00       2.357533722755e-05       8.400950973210e-07       2.100237743303e-06       4.240872008286e-11       4.200475486605e-07      -9.991729764046e-01       2.357533758266e-05       6.009809505053e-01       6.672490263030e-01      -1.332230622802e+00       2.356703358465e-05       2.453446163373e-04      -9.991729890152e-01       2.358657109942e-05      -1.893199889451e-03      -1.955722023560e-08       2.455011020460e-04       3.332024724255e-01      -9.991729764680e-01       2.357544887244e-05      -1.275804580126e+00       2.357544887244e-05 
       8.003294224355e+01       2.066701593467e-04      -1.332258468563e+00       2.362165422666e-05       8.458365149553e-07       2.114591287388e-06       4.290698826281e-11       4.229182574777e-07      -9.991938514225e-01       2.362165463809e-05       6.010042659979e-01       6.672434269627e-01      -1.332258454240e+00       2.361329480543e-05       2.464312757693e-04      -9.991938659798e-01       2.363295667553e-05      -1.901216118707e-03      -1.968163587472e-08       2.465879814040e-04       3.332018345543e-01      -9.991938515066e-01       2.362178305607e-05      -1.275787700756e+00       2.362178305607e-05 
       8.020570736318e+01       2.071727675397e-04      -1.332287309016e+00       2.366797363737e-05       8.516056717316e-07       2.129014179329e-06       4.341010293161e-11       4.258028358658e-07      -9.992154817622e-01       2.366797410584e-05       6.010274093603e-01       6.672375785158e-01      -1.332287292761e+00       2.365955816561e-05       2.475200646485e-04      -9.992154982780e-01       2.367934492528e-05      -1.909246617542e-03      -1.980658561097e-08       2.476769850332e-04       3.332011948271e-01      -9.992154818699e-01       2.366811974240e-05      -1.275772290750e+00       2.366811974239e-05 
       8.083087901252e+01       2.089935483177e-04      -1.332400043863e+00       2.383560759139e-05       8.727155405994e-07       2.181788851498e-06       4.527181250409e-11       4.363577702997e-07      -9.993000328980e-01       2.383560827251e-05       6.011097121087e-01       6.672143444523e-01      -1.332400020508e+00       2.382698700826e-05       2.514777763468e-04      -9.993000566008e-01       2.384723017597e-05      -1.938425270921e-03      -2.026321118991e-08       2.516354446852e-04       3.331988643512e-01      -9.993000331164e-01       2.383581697340e-05      -1.275728749489e+00       2.383581697340e-05 
       8.145605066186e+01       2.108175119581e-04      -1.332525409647e+00       2.400327092709e-05       8.941946453726e-07       2.235486613431e-06       4.719940190278e-11       4.470973226863e-07      -9.993940572366e-01       2.400327183085e-05       6.011898273067e-01       6.671879875910e-01      -1.332525379020e+00       2.399444162569e-05       2.554633773923e-04      -9.993940882845e-01       2.401514825670e-05      -1.967790702366e-03      -2.072689079830e-08       2.556217363412e-04       3.331965094384e-01      -9.993940576056e-01       2.400354478572e-05      -1.275703857274e+00       2.400354478572e-05 
       8.208122231120e+01       2.126446580318e-04      -1.332662900334e+00       2.417096026900e-05       9.160473804626e-07       2.290118451156e-06       4.919478330600e-11       4.580236902313e-07      -9.994971752522e-01       2.417096140563e-05       6.012678255070e-01       6.671586344462e-01      -1.332662862258e+00       2.416191860895e-05       2.594768713699e-04      -9.994972138054e-01       2.418309580515e-05      -1.997342764996e-03      -2.119767083651e-08       2.596358611999e-04       3.331941299846e-01      -9.994971758122e-01       2.417129980889e-05      -1.275697083752e+00       2.417129980888e-05 
       8.270639396054e+01       2.144749861689e-04      -1.332812041893e+00       2.433867256654e-05       9.382780049471e-07       2.345695012368e-06       5.125989622218e-11       4.691390024735e-07      -9.996090314224e-01       2.433867394658e-05       6.013437722475e-01       6.671264035305e-01      -1.332811996191e+00       2.432941487393e-05       2.635182613976e-04      -9.996090776431e-01       2.435106978382e-05      -2.027081315220e-03      -2.167559778202e-08       2.636778212143e-04       3.331917258857e-01      -9.996090322147e-01       2.433907899720e-05      -1.275707929298e+00       2.433907899720e-05 
       8.333156560988e+01       2.163084960750e-04      -1.332972393476e+00       2.450640513972e-05       9.608906947527e-07       2.402226736882e-06       5.339671223823e-11       4.804453473763e-07      -9.997292951106e-01       2.450640677396e-05       6.014177276588e-01       6.670914050607e-01      -1.332972339966e+00       2.449692770699e-05       2.675875500879e-04      -9.997293491635e-01       2.451906752567e-05      -2.057006215676e-03      -2.216071822156e-08       2.677476194194e-04       3.331892970371e-01      -9.997292961773e-01       2.450687967528e-05      -1.275735926118e+00       2.450687967528e-05 
       8.395673725921e+01       2.181451873802e-04      -1.333143520632e+00       2.467415517478e-05       9.838895429282e-07       2.459723857320e-06       5.560723809835e-11       4.919447714641e-07      -9.998576404789e-01       2.467415707431e-05       6.014897524070e-01       6.670537476534e-01      -1.333143459129e+00       2.466445426064e-05       2.716847395500e-04      -9.998577025307e-01       2.468708622980e-05      -2.087117312291e-03      -2.265307860226e-08       2.718452569145e-04       3.331868433344e-01      -9.998576418627e-01       2.467469903379e-05      -1.275780612618e+00       2.467469903378e-05 
       8.503595382798e+01       2.213233016149e-04      -1.333463002165e+00       2.496376907167e-05       1.024512611581e-06       2.561281528954e-06       5.960267063943e-11       5.122563057907e-07      -1.000097251631e+00       2.496377145611e-05       6.016097312776e-01       6.669828056141e-01      -1.333462926420e+00       2.495367346507e-05       2.788232635828e-04      -1.000097327890e+00       2.497717219678e-05      -2.139534867696e-03      -2.352019819442e-08       2.789843966973e-04       3.331825487845e-01      -1.000097253665e+00       2.496443548155e-05      -1.275895661536e+00       2.496443548155e-05 
       8.611517039674e+01       2.245108931140e-04      -1.333811298269e+00       2.525341283996e-05       1.066319209540e-06       2.665798023851e-06       6.383463301228e-11       5.331596047702e-07      -1.000358473712e+00       2.525341574473e-05       6.017244253038e-01       6.669047641233e-01      -1.333811207706e+00       2.524291111641e-05       2.860449418059e-04      -1.000358564692e+00       2.526729856902e-05      -2.192505908080e-03      -2.440926932499e-08       2.862064928529e-04       3.331781793184e-01      -1.000358476530e+00       2.525420546525e-05      -1.276056919571e+00       2.525420546525e-05 
       8.719438696551e+01       2.277079594526e-04      -1.334186457798e+00       2.554307260588e-05       1.109330044064e-06       2.773325110161e-06       6.831428427430e-11       5.546650220322e-07      -1.000639843362e+00       2.554307606799e-05       6.018341184083e-01       6.668201109756e-01      -1.334186351824e+00       2.553215316556e-05       2.933497752680e-04      -1.000639949589e+00       2.555745153649e-05      -2.246029462246e-03      -2.532052951725e-08       2.935115314102e-04       3.331737343965e-01      -1.000639847102e+00       2.554399512965e-05      -1.276262284861e+00       2.554399512965e-05 
       8.827360353427e+01       2.309144985424e-04      -1.334586718123e+00       2.583273641338e-05       1.153566124211e-06       2.883915310527e-06       7.305319638567e-11       5.767830621054e-07      -1.000940038609e+00       2.583274047143e-05       6.019390647837e-01       6.667292868318e-01      -1.334586596129e+00       2.582138748037e-05       3.007377613358e-04      -1.000940160622e+00       2.584761920587e-05      -2.300104578239e-03      -2.625421663396e-08       3.008995019823e-04       3.331692134777e-01      -1.000940043413e+00       2.583379253464e-05      -1.276509836208e+00       2.583379253463e-05 
       8.935282010304e+01       2.341305084575e-04      -1.335010471757e+00       2.612239374552e-05       1.199048462943e-06       2.997621157357e-06       7.806333094574e-11       5.995242314713e-07      -1.001257853840e+00       2.612239843979e-05       6.020394952015e-01       6.666326935631e-01      -1.335010333116e+00       2.611060336708e-05       3.082088940101e-04      -1.001257992186e+00       2.613779112198e-05      -2.354730302762e-03      -2.721056861903e-08       3.083703949020e-04       3.331646160195e-01      -1.001257859852e+00       2.612358717878e-05      -1.276797801052e+00       2.612358717878e-05 
       9.043203667180e+01       2.373559867928e-04      -1.335456155502e+00       2.641203337952e-05       1.245798047379e-06       3.114495118448e-06       8.335705306846e-11       6.228990236897e-07      -1.001592116654e+00       2.641203875195e-05       6.021356411016e-01       6.665307219649e-01      -1.335455999571e+00       2.639978942532e-05       3.157631640744e-04      -1.001592271895e+00       2.642795612274e-05      -2.409905576409e-03      -2.818982224506e-08       3.159241872441e-04       3.331599414790e-01      -1.001592124025e+00       2.641336785470e-05      -1.277124449376e+00       2.641336785470e-05 
       9.151125324056e+01       2.405909312591e-04      -1.335922317926e+00       2.670164490778e-05       1.293836007108e-06       3.234590017769e-06       8.894715603852e-11       6.469180035539e-07      -1.001941738478e+00       2.670165100210e-05       6.022277187904e-01       6.664237348869e-01      -1.335922144042e+00       2.668893506925e-05       3.234005591678e-04      -1.001941911185e+00       2.671810386031e-05      -2.465629333041e-03      -2.919221419380e-08       3.235608555459e-04       3.331551893120e-01      -1.001941747361e+00       2.670312416450e-05      -1.277488158173e+00       2.670312416449e-05 
       9.321607228712e+01       2.457203975386e-04      -1.336697265265e+00       2.715906019570e-05       1.372397705080e-06       3.430994262700e-06       9.841396537687e-11       6.861988525400e-07      -1.002522948994e+00       2.715906752383e-05       6.023653515966e-01       6.662453018501e-01      -1.336697061632e+00       2.714558889345e-05       3.356345477885e-04      -1.002523150486e+00       2.717638842302e-05      -2.554770145557e-03      -3.082339566959e-08       3.357931741252e-04       3.331475229053e-01      -1.002522960587e+00       2.716077580225e-05      -1.278134614630e+00       2.716077580225e-05 
       9.492089133367e+01       2.508734714058e-04      -1.337515219531e+00       2.761634868282e-05       1.454312310246e-06       3.635780775614e-06       1.087079966387e-10       7.271561551229e-07      -1.003136414707e+00       2.761635736563e-05       6.024940427147e-01       6.660563769840e-01      -1.337514984380e+00       2.760208404615e-05       3.480758539340e-04      -1.003136646487e+00       2.763457361411e-05      -2.645272642919e-03      -3.251383769851e-08       3.482321339919e-04       3.331396592730e-01      -1.003136429419e+00       2.761831002477e-05      -1.278864297560e+00       2.761831002476e-05 
       9.662571038022e+01       2.560501438635e-04      -1.338371841974e+00       2.807347933934e-05       1.539665382920e-06       3.849163457300e-06       1.198866248635e-10       7.698326914600e-07      -1.003778881556e+00       2.807348950533e-05       6.026144520168e-01       6.658580448943e-01      -1.338371573466e+00       2.805838878429e-05       3.607243887568e-04      -1.003779145174e+00       2.809262862407e-05      -2.737132351559e-03      -3.426446860427e-08       3.608776069545e-04       3.331315962536e-01      -1.003778899812e+00       2.807569582459e-05      -1.279672131361e+00       2.807569582458e-05 
