# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_pacdm          15:(.)xa_pacdr           16:(.)rho_pacdr          17:(.)p_pacdr            18:(.)nsub_pacdr         19:(.)N_pacdr            20:(.)w_pacdr            21:(.)cs2_pacdr       22:(.)Gamma_pacdr [1/Mpc]    23:(.)dx_pacdr           24:(.)ddx_pacdr          25:(.)dw_pacdr           26:(.)ddw_pacdr          27:(.)dcs2_pacdr         28:(.)dGamma_pacdr       29:(.)rho_lambda         30:(.)rho_ur             31:(.)rho_crit           32:(.)rho_tot            33:(.)p_tot              34:(.)p_tot_prime        35:gr.fac. D             36:gr.fac. f          
       8.980856820338e+13       8.952229616885e-26       4.929461283609e-09       1.821648873906e+22       1.376396112417e+04       1.532588860898e-10       1.236121641369e+18       2.846377356652e-09       1.789988176302e+44       1.803957601300e+33       9.196141488924e+33       4.065180467872e+43       1.355060155957e+43       4.840074467855e+32       1.560006682386e-10       2.901596768583e+43       9.671989228609e+42       4.550015566043e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.936640364950e+32       1.560006682386e-10       1.560006682386e-10      -1.290556510880e-21      -2.581113021760e-21      -2.581113021760e-21      -2.000000000000e+00       5.028897389097e-08       8.317387197418e+43       3.318404619805e+44       3.318404619805e+44       1.106134873230e+44      -8.974597353093e+52       7.837477027401e-06       1.646118170433e+00 
       8.884838741853e+13       9.146767899728e-26       4.984030965716e-09       1.782905087279e+22       1.376396112417e+04       1.549151484239e-10       1.222905750374e+18       2.877138037097e-09       1.714657057307e+44       1.746713423485e+33       8.904324453850e+33       3.894098559279e+43       1.298032853093e+43       4.686486554658e+32       1.576865608970e-10       2.779483933233e+43       9.264946444111e+42       4.405631961938e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.874182352688e+32       1.576865608970e-10       1.576865608970e-10      -1.318601215248e-21      -2.637202430496e-21      -2.637202430496e-21      -2.000000000000e+00       5.028897389097e-08       7.967352435741e+43       3.178750550244e+44       3.178750550244e+44       1.059583516711e+44      -8.504991017748e+52       7.976154062638e-06       1.617498012608e+00 
       8.789847232612e+13       9.345533638682e-26       5.036781658418e-09       1.744985323888e+22       1.376396112417e+04       1.565893099155e-10       1.209831155971e+18       2.908231146938e-09       1.642496226007e+44       1.691285749500e+33       8.621767517922e+33       3.730216581826e+43       1.243405527275e+43       4.537772377854e+32       1.593906729266e-10       2.662510180171e+43       8.875033933902e+42       4.265830018013e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.813052730290e+32       1.593906729266e-10       1.593906729266e-10      -1.347255350847e-21      -2.694510701695e-21      -2.694510701695e-21      -2.000000000000e+00       5.028897389097e-08       7.632048782700e+43       3.044973780584e+44       3.044973780584e+44       1.014991260159e+44      -8.059957384834e+52       8.114831097870e-06       1.589856053481e+00 
       8.695871317136e+13       9.548618697381e-26       5.091351340525e-09       1.707872057975e+22       1.376396112417e+04       1.582815639998e-10       1.196896347498e+18       2.939660278709e-09       1.573372261788e+44       1.637616937045e+33       8.348176834568e+33       3.573231528560e+43       1.191077176187e+43       4.393777281352e+32       1.611132012231e-10       2.550459232648e+43       8.501530775495e+42       4.130464346499e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.753223244862e+32       1.611132012231e-10       1.611132012231e-10      -1.376532161049e-21      -2.753064322097e-21      -2.753064322097e-21      -2.000000000000e+00       5.028897389097e-08       7.310856283979e+43       2.916826966411e+44       2.916826966411e+44       9.722756554356e+43      -7.638210658869e+52       8.253508133096e-06       1.563142985411e+00 
       8.602900137289e+13       9.756116934934e-26       5.145921022631e-09       1.671548136527e+22       1.376396112417e+04       1.599921062028e-10       1.184099830448e+18       2.971429063760e-09       1.507157359005e+44       1.585651172954e+33       8.083267881713e+33       3.422853144479e+43       1.140951048160e+43       4.254351516691e+32       1.628543448104e-10       2.443123915862e+43       8.143746386207e+42       3.999394173152e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.694666244406e+32       1.628543448104e-10       1.628543448104e-10      -1.406445177011e-21      -2.812890354021e-21      -2.812890354021e-21      -2.000000000000e+00       5.028897389097e-08       7.003181075854e+43       2.794073172725e+44       2.794073172725e+44       9.313577242082e+43      -7.238532325125e+52       8.392185168317e-06       1.537312759906e+00 
       8.510922951025e+13       9.968124252544e-26       5.202309694141e-09       1.635996771350e+22       1.376396112417e+04       1.617211341634e-10       1.171440126287e+18       3.003541172704e-09       1.443729090674e+44       1.535334415158e+33       7.826765165895e+33       3.278803389881e+43       1.092934463294e+43       4.119350087313e+32       1.646143048633e-10       2.340305773898e+43       7.801019246325e+42       3.872483190855e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.637354665044e+32       1.646143048633e-10       1.646143048633e-10      -1.437008223934e-21      -2.874016447868e-21      -2.874016447868e-21      -2.000000000000e+00       5.028897389097e-08       6.708454287178e+43       2.676485435867e+44       2.676485435867e+44       8.921618119232e+43      -6.859767629091e+52       8.530862203531e-06       1.512322322708e+00 
       8.419929131143e+13       1.018473863916e-25       5.258698365651e-09       1.601201531312e+22       1.376396112417e+04       1.634688476565e-10       1.158915772293e+18       3.036000315859e-09       1.382970182115e+44       1.486614336480e+33       7.578401935764e+33       3.140815926279e+43       1.046938642093e+43       3.988632597770e+32       1.663932847304e-10       2.241814702798e+43       7.472715675995e+42       3.749599417863e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.581262018503e+32       1.663932847304e-10       1.663932847304e-10      -1.468235427451e-21      -2.936470854901e-21      -2.936470854901e-21      -2.000000000000e+00       5.028897389097e-08       6.426130987576e+43       2.563846343875e+44       2.563846343875e+44       8.546154479267e+43      -6.500822240137e+52       8.669539238738e-06       1.488131374309e+00 
       8.329908164066e+13       1.040606020330e-25       5.315087037161e-09       1.567146334744e+22       1.376396112417e+04       1.652354486157e-10       1.146525321381e+18       3.068810243548e-09       1.324768294116e+44       1.439440270216e+33       7.337919904669e+33       3.008635623964e+43       1.002878541321e+43       3.862063107720e+32       1.681914899580e-10       2.147468599077e+43       7.158228663590e+42       3.630615060548e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.526362379880e+32       1.681914899580e-10       1.681914899580e-10      -1.500141220152e-21      -3.000282440304e-21      -3.000282440304e-21      -2.000000000000e+00       5.028897389097e-08       6.155689179908e+43       2.455947634503e+44       2.455947634503e+44       8.186492114703e+43      -6.160659089768e+52       8.808216273936e-06       1.464702153154e+00 
       8.240849648618e+13       1.063219123882e-25       5.373294698074e-09       1.533815442014e+22       1.376396112417e+04       1.670211411572e-10       1.134267341937e+18       3.101974746720e-09       1.269015815230e+44       1.393763157448e+33       7.105068982054e+33       2.882018090283e+43       9.606726967609e+42       3.739509990555e+32       1.700091283139e-10       2.057093023016e+43       6.856976743387e+42       3.515406380501e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.472630375653e+32       1.700091283139e-10       1.700091283139e-10      -1.532740348261e-21      -3.065480696522e-21      -3.065480696522e-21      -2.000000000000e+00       5.028897389097e-08       5.896628835126e+43       2.352589810161e+44       2.352589810161e+44       7.841966033576e+43      -5.838295375316e+52       8.946893309133e-06       1.441999238857e+00 
       8.152743294829e+13       1.086323626004e-25       5.431502358988e-09       1.501193448246e+22       1.376396112417e+04       1.688261316028e-10       1.122140417654e+18       3.135497657263e-09       1.215609662805e+44       1.349535496021e+33       6.879607013375e+33       2.760729217775e+43       9.202430725918e+42       3.620845796513e+32       1.718464098111e-10       1.970520876142e+43       6.568402920474e+42       3.403853565848e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.420041171961e+32       1.718464098111e-10       1.718464098111e-10      -1.566047878445e-21      -3.132095756890e-21      -3.132095756890e-21      -2.000000000000e+00       5.028897389097e-08       5.648470967755e+43       2.253581769058e+44       2.253581769058e+44       7.511939229906e+43      -5.532799720414e+52       9.085570344329e-06       1.419989373602e+00 
       8.065578922741e+13       1.109930205280e-25       5.489710019901e-09       1.469265276204e+22       1.376396112417e+04       1.706506285043e-10       1.110143147365e+18       3.169382848496e-09       1.164451092389e+44       1.306711291147e+33       6.661299528270e+33       2.644544751324e+43       8.815149171080e+42       3.505947120142e+32       1.737035467321e-10       1.887592092272e+43       6.291973640906e+42       3.295840606651e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.368570463121e+32       1.737035467321e-10       1.737035467321e-10      -1.600079204781e-21      -3.200158409563e-21      -3.200158409563e-21      -2.000000000000e+00       5.028897389097e-08       5.410756750284e+43       2.158740451860e+44       2.158740451860e+44       7.195801505923e+43      -5.243289484058e+52       9.224247379526e-06       1.398641299539e+00 
       7.979346461238e+13       1.134049772289e-25       5.549736670218e-09       1.438016169323e+22       1.376396112417e+04       1.724948426670e-10       1.098274144888e+18       3.203634235572e-09       1.115445515164e+44       1.265246007567e+33       6.449919496718e+33       2.533249873521e+43       8.444166245070e+42       3.394694471957e+32       1.755807536536e-10       1.808153341558e+43       6.027177805194e+42       3.191255174264e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.318194460395e+32       1.755807536536e-10       1.755807536536e-10      -1.634850055872e-21      -3.269700111744e-21      -3.269700111744e-21      -2.000000000000e+00       5.028897389097e-08       5.183046664817e+43       2.067890503235e+44       2.067890503235e+44       6.892968343847e+43      -4.968928210467e+52       9.362924414724e-06       1.377925610716e+00 
       7.894035946874e+13       1.158693474629e-25       5.607944331132e-09       1.407431684887e+22       1.376396112417e+04       1.743589871746e-10       1.086532038856e+18       3.238255775958e-09       1.068502323054e+44       1.225096523241e+33       6.245247092942e+33       2.426638807485e+43       8.088796024951e+42       3.286972154180e+32       1.774782474714e-10       1.732057746996e+43       5.773525823321e+42       3.089988504515e+29       7.137658555036e-01       3.333333333333e-01       3.333333333333e-01       2.268889880999e+32       1.774782474714e-10       1.774782474714e-10      -1.670376502112e-21      -3.340753004223e-21      -3.340753004223e-21      -2.000000000000e+00       5.028897389097e-08       4.964919690441e+43       1.980863947624e+44       1.980863947624e+44       6.602879825154e+43      -4.708923212393e+52       9.501601449923e-06       1.357814617910e+00 
