# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_pacdm          15:(.)xa_pacdr           16:(.)rho_pacdr          17:(.)p_pacdr            18:(.)nsub_pacdr         19:(.)N_pacdr            20:(.)w_pacdr            21:(.)cs2_pacdr       22:(.)Gamma_pacdr [1/Mpc]    23:(.)dx_pacdr           24:(.)ddx_pacdr          25:(.)dw_pacdr           26:(.)ddw_pacdr          27:(.)dcs2_pacdr         28:(.)dGamma_pacdr       29:(.)rho_lambda         30:(.)rho_ur             31:(.)rho_crit           32:(.)rho_tot            33:(.)p_tot              34:(.)p_tot_prime        35:gr.fac. D             36:gr.fac. f          
       2.690357145296e+09       9.975776611340e-17       1.645738448133e-04       1.634742105044e+13       1.376396095960e+04       5.116034864943e-06       3.702997072901e+13       9.501674721022e-05       1.441513846902e+26       4.849565374397e+19       2.472191658529e+20       3.273772426083e+25       1.091257475361e+25       1.301153504489e+19       5.207560145891e-06       2.336714831650e+25       7.789049438812e+24       1.223177192526e+16       7.137658555046e-01       3.333333333324e-01       3.333333333329e-01       2.635330522672e+23       5.207560145884e-06       5.207560145861e-06      -1.438111959450e-12      -2.876223917964e-12      -2.876223919837e-12      -2.000000000028e+00       5.028897389097e-08       6.698160900645e+25       2.672381750003e+26       2.672381750003e+26       8.907928875797e+25      -2.165090448612e+30       1.422157192740e-04       9.071873472802e-02 
       2.661593417203e+09       1.019255723956e-16       1.663523853495e-04       1.599973559896e+13       1.376396095782e+04       5.171323637821e-06       3.663406789375e+13       9.604358883452e-05       1.380848166217e+26       4.695676290518e+19       2.393742708956e+20       3.135996689094e+25       1.045332229698e+25       1.259864583661e+19       5.263838029298e-06       2.238374884286e+25       7.461249614263e+24       1.184362659048e+16       7.137658555047e-01       3.333333333324e-01       3.333333333328e-01       2.579280926655e+23       5.263838029290e-06       5.263838029267e-06      -1.469363147909e-12      -2.938726294841e-12      -2.938726296794e-12      -2.000000000028e+00       5.028897389097e-08       6.416270795148e+25       2.559915392366e+26       2.559915392366e+26       8.533041343562e+25      -2.051799563649e+30       1.423543986531e-04       9.063037613943e-02 
       2.633137214099e+09       1.041404866247e-16       1.681501489657e-04       1.565944490351e+13       1.376396095603e+04       5.227209914127e-06       3.624239782049e+13       9.708152748511e-05       1.322735582625e+26       4.546670499946e+19       2.317783144730e+20       3.004019202939e+25       1.001339734313e+25       1.219885865647e+19       5.320724105423e-06       2.144173544301e+25       7.147245147649e+24       1.146779809759e+16       7.137658555047e-01       3.333333333323e-01       3.333333333328e-01       2.524423422935e+23       5.320724105415e-06       5.320724105391e-06      -1.501293446761e-12      -3.002586892504e-12      -3.002586894541e-12      -2.000000000029e+00       5.028897389097e-08       6.146243950740e+25       2.452182146862e+26       2.452182146862e+26       8.173930841407e+25      -1.944436756613e+30       1.424930780601e-04       9.054218973498e-02 
       2.604985248108e+09       1.064035324895e-16       1.699673393887e-04       1.532639168855e+13       1.376396095421e+04       5.283700151055e-06       3.585491525501e+13       9.813068308691e-05       1.267068649796e+26       4.402393043324e+19       2.244233971302e+20       2.877595949961e+25       9.591986499871e+24       1.181175774369e+19       5.378224946980e-06       2.053936639639e+25       6.846455465441e+24       1.110389560177e+16       7.137658555047e-01       3.333333333323e-01       3.333333333328e-01       2.470732657464e+23       5.378224946971e-06       5.378224946947e-06      -1.533917613557e-12      -3.067835226051e-12      -3.067835228175e-12      -2.000000000029e+00       5.028897389097e-08       5.887581105612e+25       2.348982821908e+26       2.348982821908e+26       7.829933397723e+25      -1.842691833896e+30       1.426317574954e-04       9.045417501480e-02 
       2.577134266503e+09       1.087157559244e-16       1.718041694403e-04       1.500042202354e+13       1.376396095237e+04       5.340800875582e-06       3.547157542693e+13       9.919117686088e-05       1.213744443248e+26       4.262693878552e+19       2.173018700820e+20       2.756493181911e+25       9.188310606371e+24       1.143694053063e+19       5.436347197712e-06       1.967497328219e+25       6.558324427376e+24       1.075154066071e+16       7.137658555047e-01       3.333333333323e-01       3.333333333328e-01       2.418183815440e+23       5.436347197703e-06       5.436347197678e-06      -1.567250726535e-12      -3.134501451962e-12      -3.134501454178e-12      -2.000000000030e+00       5.028897389097e-08       5.639804009242e+25       2.250126608842e+26       2.250126608842e+26       7.500412983948e+25      -1.746270833131e+30       1.427704369594e-04       9.036633148097e-02 
       2.549581051335e+09       1.110782255933e-16       1.736608483043e-04       1.468138525182e+13       1.376396095051e+04       5.398518685221e-06       3.509233404451e+13       1.002631313380e-04       1.162664370041e+26       4.127427724745e+19       2.104063272590e+20       2.640486987767e+25       8.801623292557e+24       1.107401722416e+19       5.495097573162e-06       1.884695789462e+25       6.282319298186e+24       1.041036684103e+16       7.137658555048e-01       3.333333333323e-01       3.333333333328e-01       2.366752609835e+23       5.495097573153e-06       5.495097573127e-06      -1.601308191598e-12      -3.202616382039e-12      -3.202616384351e-12      -2.000000000031e+00       5.028897389097e-08       5.402454538137e+25       2.155430729124e+26       2.155430729124e+26       7.184760338591e+25      -1.654895173876e+30       1.429091164522e-04       9.027865863756e-02 
       2.522322419059e+09       1.134920333799e-16       1.755375942594e-04       1.436913392099e+13       1.376396094864e+04       5.456860248784e-06       3.471714728957e+13       1.013466703734e-04       1.113733986494e+26       3.996453911155e+19       2.037295976050e+20       2.529362879734e+25       8.431209599114e+24       1.072261040026e+19       5.554482861448e-06       1.805378928789e+25       6.017929762611e+24       1.008001933722e+16       7.137658555048e-01       3.333333333322e-01       3.333333333328e-01       2.316415270168e+23       5.554482861439e-06       5.554482861412e-06      -1.636105749427e-12      -3.272211497648e-12      -3.272211500059e-12      -2.000000000031e+00       5.028897389097e-08       5.175093848795e+25       2.064720096394e+26       2.064720096394e+26       6.882391840752e+25      -1.568300852738e+30       1.430477959744e-04       9.019115599054e-02 
       2.495355220167e+09       1.159582948976e-16       1.774346201273e-04       1.406352371473e+13       1.376396094674e+04       5.515832307154e-06       3.434597181239e+13       1.024419191607e-04       1.066862823558e+26       3.869636230874e+19       1.972647376198e+20       2.422915396674e+25       8.076384655579e+24       1.038235461157e+19       5.614509924047e-06       1.729400094562e+25       5.764666981854e+24       9.760154602642e+15       7.137658555048e-01       3.333333333322e-01       3.333333333328e-01       2.267148531525e+23       5.614509924037e-06       5.614509924009e-06      -1.671659482761e-12      -3.343318964264e-12      -3.343318966779e-12      -2.000000000032e+00       5.028897389097e-08       4.957301566311e+25       1.977826992747e+26       1.977826992747e+26       6.592748431040e+25      -1.486237680611e+30       1.431864755261e-04       9.010382304786e-02 
       2.468676338824e+09       1.184781500027e-16       1.793521496438e-04       1.376441338611e+13       1.376396094482e+04       5.575441674062e-06       3.397876472674e+13       1.035490042466e-04       1.021964219546e+26       3.746842799186e+19       1.910050241382e+20       2.320947724217e+25       7.736492414058e+24       1.005289600727e+19       5.675185696585e-06       1.656618806932e+25       5.522062689754e+24       9.450439992286e+15       7.137658555048e-01       3.333333333322e-01       3.333333333328e-01       2.218929623798e+23       5.675185696575e-06       5.675185696546e-06      -1.707985823828e-12      -3.415971646344e-12      -3.415971648967e-12      -2.000000000033e+00       5.028897389097e-08       4.748675007136e+25       1.894590758638e+26       1.894590758638e+26       6.315294577914e+25      -1.408468559823e+30       1.433251551079e-04       9.001665931939e-02 
       2.442282692505e+09       1.210527633219e-16       1.812903992686e-04       1.347166469234e+13       1.376396094288e+04       5.635695236873e-06       3.361548360489e+13       1.046680535451e-04       9.789551599053e+25       3.627945916416e+19       1.849439473382e+20       2.223271330870e+25       7.410904436235e+24       9.733891965168e+18       5.736517189644e-06       1.586900498104e+25       5.289668326993e+24       9.150553416810e+15       7.137658555049e-01       3.333333333322e-01       3.333333333328e-01       2.171736261169e+23       5.736517189634e-06       5.736517189604e-06      -1.745101561939e-12      -3.490203122510e-12      -3.490203125245e-12      -2.000000000033e+00       5.028897389097e-08       4.548828434534e+25       1.814857495829e+26       1.814857495829e+26       6.049517287518e+25      -1.334768799119e+30       1.434638347200e-04       8.992966431694e-02 
       2.416171231646e+09       1.236833247893e-16       1.832495963754e-04       1.318514233083e+13       1.376396094093e+04       5.696599957385e-06       3.325608647273e+13       1.057991963530e-04       9.377561237228e+25       3.512821935123e+19       1.790752039710e+20       2.129705619431e+25       7.099018731436e+24       9.425010735314e+18       5.798511489569e-06       1.520116263527e+25       5.067054211737e+24       8.860183007589e+15       7.137658555049e-01       3.333333333321e-01       3.333333333327e-01       2.125546631805e+23       5.798511489559e-06       5.798511489528e-06      -1.783023851250e-12      -3.566047701073e-12      -3.566047703926e-12      -2.000000000034e+00       5.028897389097e-08       4.357392345387e+25       1.738479782841e+26       1.738479782841e+26       5.794925155189e+25      -1.264925464475e+30       1.436025143628e-04       8.984283755422e-02 
       2.390338939284e+09       1.263710501957e-16       1.852299665188e-04       1.290471387667e+13       1.376396093895e+04       5.758162872631e-06       3.290053180490e+13       1.069425633639e-04       8.982909367009e+25       3.401351131516e+19       1.733926908060e+20       2.040077593075e+25       6.800258643583e+24       9.125931095050e+18       5.861175759285e-06       1.456142623561e+25       4.853808745184e+24       8.579026792386e+15       7.137658555049e-01       3.333333333321e-01       3.333333333327e-01       2.080339387779e+23       5.861175759274e-06       5.861175759242e-06      -1.821770218687e-12      -3.643540435886e-12      -3.643540438862e-12      -2.000000000035e+00       5.028897389097e-08       4.174012787005e+25       1.665316402386e+26       1.665316402386e+26       5.551047456881e+25      -1.198736763889e+30       1.437411940366e-04       8.975617854683e-02 
       2.364782830711e+09       1.291171817537e-16       1.872317388916e-04       1.263024972145e+13       1.376396093694e+04       5.820391095695e-06       3.254877852003e+13       1.080982866842e-04       8.604866303145e+25       3.293417580946e+19       1.678904982836e+20       1.954221535500e+25       6.514071784999e+24       8.836342014928e+18       5.924517239127e-06       1.394861295169e+25       4.649537650545e+24       8.306792381312e+15       7.137658555049e-01       3.333333333321e-01       3.333333333327e-01       2.036093635203e+23       5.924517239116e-06       5.924517239083e-06      -1.861358572051e-12      -3.722717142550e-12      -3.722717145653e-12      -2.000000000035e+00       5.028897389097e-08       3.998350702691e+25       1.595232080261e+26       1.595232080261e+26       5.317433278833e+25      -1.136011464363e+30       1.438798737419e-04       8.966968681231e-02 
       2.339499953133e+09       1.319229886700e-16       1.892551426863e-04       1.236162301333e+13       1.376396093492e+04       5.883291816529e-06       3.220078597594e+13       1.092664998477e-04       8.242733068970e+25       3.188909037347e+19       1.625629043699e+20       1.871978704523e+25       6.239929015077e+24       8.555942335258e+18       5.988543247677e-06       1.336158973221e+25       4.453863244053e+24       8.043196662758e+15       7.137658555050e-01       3.333333333321e-01       3.333333333327e-01       1.992788924570e+23       5.988543247665e-06       5.988543247631e-06      -1.901807208289e-12      -3.803614414960e-12      -3.803614418197e-12      -2.000000000036e+00       5.028897389097e-08       3.830081304850e+25       1.528097235236e+26       1.528097235236e+26       5.093650683853e+25      -1.076568339386e+30       1.440185534789e-04       8.958336187005e-02 
       2.314487385323e+09       1.347897677328e-16       1.913004143717e-04       1.209870959842e+13       1.376396093287e+04       5.946872302787e-06       3.185651396498e+13       1.104473378315e-04       7.895840104041e+25       3.087716816510e+19       1.574043686054e+20       1.793197038580e+25       5.977323461935e+24       8.284440452914e+18       6.053261182607e-06       1.279927120999e+25       4.266423736648e+24       7.787965508965e+15       7.137658555050e-01       3.333333333320e-01       3.333333333327e-01       1.950405241306e+23       6.053261182595e-06       6.053261182560e-06      -1.943134821958e-12      -3.886269642227e-12      -3.886269645603e-12      -2.000000000037e+00       5.028897389097e-08       3.668893474474e+25       1.463787739469e+26       1.463787739469e+26       4.879285912697e+25      -1.020235645340e+30       1.441572332482e-04       8.949720324136e-02 
       2.289742237287e+09       1.377188439075e-16       1.933677904162e-04       1.184138796342e+13       1.376396093081e+04       6.011139900667e-06       3.151592270940e+13       1.116409370712e-04       7.563546026170e+25       2.989735683050e+19       1.524095263436e+20       1.717730875572e+25       5.725769585241e+24       8.021554018084e+18       6.118678521538e-06       1.226061769522e+25       4.086872565057e+24       7.540833490952e+15       7.137658555050e-01       3.333333333320e-01       3.333333333327e-01       1.908922996516e+23       6.118678521526e-06       6.118678521489e-06      -1.985360513855e-12      -3.970721025950e-12      -3.970721029472e-12      -2.000000000038e+00       5.028897389097e-08       3.514489185907e+25       1.402184689001e+26       1.402184689001e+26       4.673942619055e+25      -9.668506252896e+29       1.442959130499e-04       8.941121044937e-02 
       2.265261649928e+09       1.407115709535e-16       1.954575072887e-04       1.158953917940e+13       1.376396092872e+04       6.076102035753e-06       3.117897285670e+13       1.128474354769e-04       7.245236445545e+25       2.894863740971e+19       1.475731831720e+20       1.645440683546e+25       5.484802278487e+24       7.767009640633e+18       6.184802822898e-06       1.174463325310e+25       3.914877751017e+24       7.301543602472e+15       7.137658555051e-01       3.333333333320e-01       3.333333333327e-01       1.868323017932e+23       6.184802822886e-06       6.184802822848e-06      -2.028503799857e-12      -4.057007597878e-12      -4.057007601550e-12      -2.000000000038e+00       5.028897389097e-08       3.366582955812e+25       1.343174183910e+26       1.343174183910e+26       4.477241136736e+25      -9.162590387488e+29       1.444345928846e-04       8.932538301910e-02 
       2.241042794719e+09       1.437693320489e-16       1.975698069145e-04       1.134304684692e+13       1.376396092661e+04       6.141766213881e-06       3.084562547512e+13       1.140669724492e-04       6.940322828766e+25       2.803002327698e+19       1.428903095101e+20       1.576192802709e+25       5.253976009031e+24       7.520542605795e+18       6.251641726801e-06       1.125036386246e+25       3.750121287472e+24       7.069846992746e+15       7.137658555051e-01       3.333333333320e-01       3.333333333326e-01       1.828586541052e+23       6.251641726788e-06       6.251641726749e-06      -2.072584619930e-12      -4.145169237945e-12      -4.145169241776e-12      -2.000000000039e+00       5.028897389097e-08       3.224901315336e+25       1.286647117714e+26       1.286647117714e+26       4.288817777684e+25      -8.683147160442e+29       1.445732727527e-04       8.923972047743e-02 
       2.217082873371e+09       1.468935404292e-16       1.997049348574e-04       1.110179704215e+13       1.376396092447e+04       6.208140021998e-06       3.051584204916e+13       1.152996888951e-04       6.648241410687e+25       2.714055911469e+19       1.383560353787e+20       1.509859198302e+25       5.032863994341e+24       7.281896598879e+18       6.319202955927e-06       1.077689565185e+25       3.592298550600e+24       6.845502707662e+15       7.137658555051e-01       3.333333333319e-01       3.333333333326e-01       1.789695200468e+23       6.319202955913e-06       6.319202955873e-06      -2.117623347353e-12      -4.235246692708e-12      -4.235246696703e-12      -2.000000000040e+00       5.028897389097e-08       3.089182304479e+25       1.232498975650e+26       1.232498975650e+26       4.108324159549e+25      -8.228791360016e+29       1.447119526544e-04       8.915422235308e-02 
       2.193379117516e+09       1.500856400414e-16       2.018631366809e-04       1.086567826425e+13       1.376396092231e+04       6.275231129046e-06       3.018958447507e+13       1.165457272442e-04       6.368452152049e+25       2.627931991990e+19       1.339656453355e+20       1.446317223870e+25       4.821057412899e+24       7.050823438710e+18       6.387494316413e-06       1.032335320978e+25       3.441117736579e+24       6.628277439200e+15       7.137658555052e-01       3.333333333319e-01       3.333333333326e-01       1.751631021377e+23       6.387494316399e-06       6.387494316358e-06      -2.163640798127e-12      -4.327281594171e-12      -4.327281598337e-12      -2.000000000041e+00       5.028897389097e-08       2.959174987750e+25       1.180629641423e+26       1.180629641423e+26       3.935426561548e+25      -7.798210257295e+29       1.448506325903e-04       8.906888817662e-02 
       2.169928788382e+09       1.533471062064e-16       2.040446615865e-04       1.063458138387e+13       1.376396092013e+04       6.343047286844e-06       2.986681505651e+13       1.178052314657e-04       6.100437740986e+25       2.544541004237e+19       1.297145735712e+20       1.385449394496e+25       4.618164648320e+24       6.827082819539e+18       6.456523698759e-06       9.888897966237e+24       3.296299322064e+24       6.417945282795e+15       7.137658555052e-01       3.333333333319e-01       3.333333333326e-01       1.714376411272e+23       6.456523698745e-06       6.456523698702e-06      -2.210658240603e-12      -4.421316479033e-12      -4.421316483379e-12      -2.000000000042e+00       5.028897389097e-08       2.834638990205e+25       1.130943212102e+26       1.130943212102e+26       3.769805307436e+25      -7.390159813439e+29       1.449893125607e-04       8.898371748041e-02 
       2.146729176477e+09       1.566794463082e-16       2.062497642328e-04       1.040839959265e+13       1.376396091793e+04       6.411596330984e-06       2.954749650016e+13       1.190783470844e-04       5.843702636546e+25       2.463796225312e+19       1.255983991615e+20       1.327143169583e+25       4.423810565277e+24       6.610442061129e+18       6.526299078736e-06       9.472726642154e+24       3.157575547370e+24       6.214287502414e+15       7.137658555052e-01       3.333333333318e-01       3.333333333326e-01       1.677914151815e+23       6.526299078721e-06       6.526299078677e-06      -2.258697405307e-12      -4.517394808348e-12      -4.517394812880e-12      -2.000000000043e+00       5.028897389097e-08       2.715344053006e+25       1.083347820803e+26       1.083347820803e+26       3.611154174449e+25      -7.003461085393e+29       1.451279925660e-04       8.889870979865e-02 
       2.123777601279e+09       1.600842004872e-16       2.084786956402e-04       1.018702835390e+13       1.376396091570e+04       6.480886181738e-06       2.923159191140e+13       1.203652211978e-04       5.597772152471e+25       2.385613684258e+19       1.216128414689e+20       1.271290744771e+25       4.237635815903e+24       6.400675866782e+18       6.596828518309e-06       9.074069764228e+24       3.024689921395e+24       6.017092303075e+15       7.137658555053e-01       3.333333333318e-01       3.333333333326e-01       1.642227390875e+23       6.596828518293e-06       6.596828518248e-06      -2.307780494984e-12      -4.615560987604e-12      -4.615560992331e-12      -2.000000000043e+00       5.028897389097e-08       2.601069607689e+25       1.037755466832e+26       1.037755466832e+26       3.459179827117e+25      -6.636996819680e+29       1.452666726066e-04       8.881386466737e-02 
       2.101071410926e+09       1.635629423527e-16       2.107317141053e-04       9.970365354270e+12       1.376396091344e+04       6.550924844972e-06       2.891906479010e+13       1.216660024932e-04       5.362191579533e+25       2.309912074729e+19       1.177537556917e+20       1.217788852613e+25       4.059296175378e+24       6.197566089039e+18       6.668120166568e-06       8.692190242213e+24       2.897396747391e+24       5.826154610590e+15       7.137658555053e-01       3.333333333318e-01       3.333333333325e-01       1.607299634742e+23       6.668120166552e-06       6.668120166505e-06      -2.357930194861e-12      -4.715860387256e-12      -4.715860392186e-12      -2.000000000044e+00       5.028897389097e-08       2.491604368351e+25       9.940818529763e+25       9.940818529763e+25       3.313601274905e+25      -6.289708224415e+29       1.454053526830e-04       8.872918162440e-02 
       2.078607981905e+09       1.671172797075e-16       2.130090833816e-04       9.758310456459e+12       1.376396091117e+04       6.621720413068e-06       2.860987902634e+13       1.229808412646e-04       5.136525344806e+25       2.236612670436e+19       1.140171285535e+20       1.166538571644e+25       3.888461905480e+24       6.000901502814e+18       6.740182260670e-06       8.326382006084e+24       2.775460668681e+24       5.641275858300e+15       7.137658555053e-01       3.333333333317e-01       3.333333333325e-01       1.573114740501e+23       6.740182260654e-06       6.740182260605e-06      -2.409169683130e-12      -4.818339363689e-12      -4.818339368831e-12      -2.000000000045e+00       5.028897389097e-08       2.386745940990e+25       9.522462296464e+25       9.522462296464e+25       3.174149352681e+25      -5.960591910237e+29       1.455440327956e-04       8.864466020934e-02 
       2.056384718753e+09       1.707488552928e-16       2.153110617655e-04       9.550765652944e+12       1.376396090886e+04       6.693281065867e-06       2.830399889627e+13       1.243098894302e-04       4.920356206319e+25       2.165639243278e+19       1.103990741290e+20       1.117445143477e+25       3.724817144924e+24       5.810477585736e+18       6.813023126791e-06       7.975968700564e+24       2.658656233508e+24       5.462263780572e+15       7.137658555054e-01       3.333333333317e-01       3.333333333325e-01       1.539656908576e+23       6.813023126774e-06       6.813023126724e-06      -2.461522641664e-12      -4.923045280645e-12      -4.923045286009e-12      -2.000000000046e+00       5.028897389097e-08       2.286300449298e+25       9.121712455745e+25       9.121712455745e+25       3.040566223049e+25      -5.648696991307e+29       1.456827129448e-04       8.856029996358e-02 
       2.034399053759e+09       1.744593475498e-16       2.176379184675e-04       9.347635020675e+12       1.376396090654e+04       6.765615071606e-06       2.800138905800e+13       1.256533005501e-04       4.713284481610e+25       2.096917984066e+19       1.068958298035e+20       1.070417797605e+25       3.568059325350e+24       5.626096305449e+18       6.886651181088e-06       7.640302434587e+24       2.546767478183e+24       5.288932212852e+15       7.137658555054e-01       3.333333333317e-01       3.333333333325e-01       1.506910675423e+23       6.886651181071e-06       6.886651181019e-06      -2.515013266956e-12      -5.030026531116e-12      -5.030026536710e-12      -2.000000000047e+00       5.028897389097e-08       2.190082176191e+25       8.737828047975e+25       8.737828047975e+25       2.912604899620e+25      -5.353122337999e+29       1.458213931310e-04       8.847610043032e-02 
       2.012648446660e+09       1.782504713927e-16       2.199899208790e-04       9.148824676745e+12       1.376396090419e+04       6.838730787877e-06       2.770201454746e+13       1.270112298439e-04       4.514927308728e+25       2.030377425763e+19       1.035037523597e+20       1.025369583570e+25       3.417898611900e+24       5.447565913667e+18       6.961074930671e-06       7.318762583386e+24       2.439587527783e+24       5.121100898063e+15       7.137658555054e-01       3.333333333316e-01       3.333333333325e-01       1.474860906385e+23       6.961074930653e-06       6.961074930599e-06      -2.569666281310e-12      -5.139332559704e-12      -5.139332565538e-12      -2.000000000048e+00       5.028897389097e-08       2.097913220436e+25       8.370099296582e+25       8.370099296582e+25       2.790028790356e+25      -5.073013973349e+29       1.459600733547e-04       8.839206115452e-02 
       1.991130384355e+09       1.821239790039e-16       2.223673418484e-04       8.954242734998e+12       1.376396090181e+04       6.912636662592e-06       2.740584077443e+13       1.283838342086e-04       4.324917938358e+25       1.965948369166e+19       1.002193141886e+20       9.822172101988e+24       3.274057367329e+24       5.274700746769e+18       7.036302974583e-06       7.010754641007e+24       2.336918213657e+24       4.958595299145e+15       7.137658555055e-01       3.333333333316e-01       3.333333333325e-01       1.443492788696e+23       7.036302974565e-06       7.036302974509e-06      -2.625506944261e-12      -5.251013885479e-12      -5.251013891564e-12      -2.000000000049e+00       5.028897389097e-08       2.009623167718e+25       8.017846295726e+25       8.017846295726e+25       2.672611260124e+25      -4.807562605735e+29       1.460987536163e-04       8.830818168289e-02 
       1.969842380611e+09       1.860816606366e-16       2.247704560432e-04       8.763799263559e+12       1.376396089940e+04       6.987341234960e-06       2.711283351849e+13       1.297712722367e-04       4.142905055719e+25       1.903563810937e+19       9.703909962157e+19       9.408808916018e+24       3.136269638673e+24       5.107321032714e+18       7.112344004802e-06       6.715709121098e+24       2.238569707021e+24       4.801246417542e+15       7.137658555055e-01       3.333333333315e-01       3.333333333324e-01       1.412791824637e+23       7.112344004783e-06       7.112344004725e-06      -2.682561064250e-12      -5.365122125327e-12      -5.365122131674e-12      -2.000000000050e+00       5.028897389097e-08       1.925048775559e+25       7.680417753196e+25       7.680417753196e+25       2.560135211662e+25      -4.556001290666e+29       1.462374339162e-04       8.822446156389e-02 
       1.948781975776e+09       1.901253454509e-16       2.271995399497e-04       8.577406243274e+12       1.376396089698e+04       7.062853136472e-06       2.682295892508e+13       1.311737042347e-04       3.968552131007e+25       1.843158873926e+19       9.395980137763e+19       9.012841996549e+24       3.004280665516e+24       4.945252704086e+18       7.189206807235e-06       6.433080503973e+24       2.144360167979e+24       4.648890617458e+15       7.137658555056e-01       3.333333333315e-01       3.333333333324e-01       1.382743824833e+23       7.189206807215e-06       7.189206807156e-06      -2.740855010557e-12      -5.481710017804e-12      -5.481710024424e-12      -2.000000000051e+00       5.028897389097e-08       1.844033671491e+25       7.357189786215e+25       7.357189786215e+25       2.452392684182e+25      -4.317603214919e+29       1.463761142550e-04       8.814090034774e-02 
       1.927946736496e+09       1.942569023563e-16       2.296548755112e-04       8.394977527024e+12       1.376396089452e+04       7.139181091899e-06       2.653618350161e+13       1.325912922415e-04       3.801536797175e+25       1.784670739700e+19       9.097821712436e+19       8.633539226891e+24       2.877846408963e+24       4.788327217072e+18       7.266900262740e-06       6.162346227979e+24       2.054115409315e+24       4.501369455673e+15       7.137658555056e-01       3.333333333315e-01       3.333333333324e-01       1.353334901698e+23       7.266900262719e-06       7.266900262658e-06      -2.800415725482e-12      -5.600831447513e-12      -5.600831454417e-12      -2.000000000052e+00       5.028897389097e-08       1.766428063936e+25       7.047564767924e+25       7.047564767924e+25       2.349184468865e+25      -4.091679596621e+29       1.465147946330e-04       8.805749758640e-02 
       1.907334255431e+09       1.984782408754e-16       2.321367446712e-04       8.216428799915e+12       1.376396089204e+04       7.216333920303e-06       2.625247411356e+13       1.340242000472e-04       3.641550253899e+25       1.728038583217e+19       8.809124614751e+19       8.270199301264e+24       2.756733100421e+24       4.636381376185e+18       7.345433348150e-06       5.903005723313e+24       1.967668574426e+24       4.358529516780e+15       7.137658555057e-01       3.333333333314e-01       3.333333333324e-01       1.324551463012e+23       7.345433348129e-06       7.345433348066e-06      -2.861270736803e-12      -5.722541470006e-12      -5.722541477207e-12      -2.000000000053e+00       5.028897389097e-08       1.692088465249e+25       6.750970222407e+25       6.750970222407e+25       2.250319740534e+25      -3.877577695215e+29       1.466534750508e-04       8.797425283357e-02 
       1.886942150981e+09       2.027913120248e-16       2.346454348299e-04       8.041677540304e+12       1.376396088953e+04       7.294320536048e-06       2.597179798067e+13       1.354725932118e-04       3.488296696621e+25       1.673203509566e+19       8.529588612638e+19       7.922150428134e+24       2.640716809378e+24       4.489257164546e+18       7.424815137310e-06       5.654579486503e+24       1.884859828823e+24       4.220222253629e+15       7.137658555057e-01       3.333333333314e-01       3.333333333324e-01       1.296380205643e+23       7.424815137288e-06       7.424815137223e-06      -2.923448170494e-12      -5.846896337233e-12      -5.846896344743e-12      -2.000000000054e+00       5.028897389097e-08       1.620877426420e+25       6.466857766223e+25       6.466857766223e+25       2.155615704834e+25      -3.674678925560e+29       1.467921555088e-04       8.789116564467e-02 
       1.866768067008e+09       2.071981092157e-16       2.371812370257e-04       7.870642981663e+12       1.376396088699e+04       7.373149949840e-06       2.569412267315e+13       1.369366390845e-04       3.341492769633e+25       1.620108492724e+19       8.258923001160e+19       7.588749088113e+24       2.529583029371e+24       4.346801579558e+18       7.505054802125e-06       5.416608193841e+24       1.805536064603e+24       4.086303832855e+15       7.137658555057e-01       3.333333333313e-01       3.333333333323e-01       1.268808109397e+23       7.505054802103e-06       7.505054802036e-06      -2.986976763727e-12      -5.973953523537e-12      -5.973953531370e-12      -2.000000000055e+00       5.028897389097e-08       1.552663282940e+25       6.194702094480e+25       6.194702094480e+25       2.064897260255e+25      -3.482397070703e+29       1.469308360075e-04       8.780823557680e-02 
       1.846809672564e+09       2.117006691808e-16       2.397444441158e-04       7.703246075248e+12       1.376396088443e+04       7.452831269760e-06       2.541941610792e+13       1.384165068233e-04       3.200867042165e+25       1.568698316248e+19       7.996846300186e+19       7.269378844136e+24       2.423126281379e+24       4.208866473782e+18       7.586161613623e-06       5.188651852116e+24       1.729550617362e+24       3.956634985288e+15       7.137658555058e-01       3.333333333313e-01       3.333333333323e-01       1.241822431000e+23       7.586161613600e-06       7.586161613530e-06      -3.051885878152e-12      -6.103771752219e-12      -6.103771760389e-12      -2.000000000057e+00       5.028897389097e-08       1.487319911360e+25       5.934000009582e+25       5.934000009582e+25       1.977996674383e+25      -3.300176588179e+29       1.470695165473e-04       8.772546218882e-02 
