#scalar perturbations for mode k = 5.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_pacdm           23:theta_pacdm           24:delta_pacdr           25:theta_pacdr        
       1.434809233724e+01       3.322674436098e-05      -1.234659576406e+00       1.078383965770e-04       9.338620270754e-08       2.334655067689e-07       5.691628911427e-13       4.669310135377e-08      -9.259946823046e-01       1.078383965770e-04       6.076380620156e-01       6.915884564406e-01      -1.234659576396e+00       1.078130036521e-04       2.026804308424e-04      -9.259946823191e-01       1.078877750081e-04      -1.682747865914e-03      -7.484847279893e-08       2.028873980600e-04       3.333299310463e-01      -9.259946823046e-01       1.078383966715e-04      -1.228666829280e+00       1.078383966715e-04 
       1.434829689966e+01       3.322722984734e-05      -1.234659963202e+00       1.078399256210e-04       9.339025454936e-08       2.334756363734e-07       5.692042192673e-13       4.669512727468e-08      -9.259949724014e-01       1.078399256210e-04       6.076379893883e-01       6.915883670950e-01      -1.234659963185e+00       1.078145315966e-04       2.026863114405e-04      -9.259949724260e-01       1.078893061385e-04      -1.682795361783e-03      -7.485166181736e-08       2.028932845975e-04       3.333299309469e-01      -9.259949724014e-01       1.078399257814e-04      -1.228667060372e+00       1.078399257814e-04 
       1.434850146208e+01       3.322771533404e-05      -1.234660349991e+00       1.078414546640e-04       9.339430650944e-08       2.334857662736e-07       5.692455498106e-13       4.669715325472e-08      -9.259952624930e-01       1.078414546641e-04       6.076379167648e-01       6.915882777512e-01      -1.234660349967e+00       1.078160595403e-04       2.026921921218e-04      -9.259952625277e-01       1.078908372680e-04      -1.682842858309e-03      -7.485485092661e-08       2.028991712183e-04       3.333299308475e-01      -9.259952624930e-01       1.078414548904e-04      -1.228667291456e+00       1.078414548904e-04 
       1.434870602450e+01       3.322820082107e-05      -1.234660736773e+00       1.078429837062e-04       9.339835858777e-08       2.334958964694e-07       5.692868827727e-13       4.669917929388e-08      -9.259955525794e-01       1.078429837063e-04       6.076378441451e-01       6.915881884092e-01      -1.234660736742e+00       1.078175874830e-04       2.026980728864e-04      -9.259955526242e-01       1.078923683967e-04      -1.682890355492e-03      -7.485804012667e-08       2.029050579224e-04       3.333299307480e-01      -9.259955525794e-01       1.078429839986e-04      -1.228667522532e+00       1.078429839986e-04 
       1.435004488740e+01       3.323137834647e-05      -1.234663268091e+00       1.078529912788e-04       9.342488239748e-08       2.335622059937e-07       5.695574671168e-13       4.671244119874e-08      -9.259974510685e-01       1.078529912791e-04       6.076373689440e-01       6.915876037107e-01      -1.234663268015e+00       1.078275878588e-04       2.027365646014e-04      -9.259974511794e-01       1.079023896269e-04      -1.683201241205e-03      -7.487891571266e-08       2.029435885122e-04       3.333299300973e-01      -9.259974510685e-01       1.078529920030e-04      -1.228669034718e+00       1.078529920029e-04 
       1.435138375031e+01       3.323455588630e-05      -1.234665799113e+00       1.078629988127e-04       9.345141127362e-08       2.336285281840e-07       5.698281551093e-13       4.672570563681e-08      -9.259993493351e-01       1.078629988132e-04       6.076368939076e-01       6.915870190909e-01      -1.234665798992e+00       1.078375881946e-04       2.027750598845e-04      -9.259993495122e-01       1.079124108209e-04      -1.683512155057e-03      -7.489979518928e-08       2.029821226718e-04       3.333299294464e-01      -9.259993493351e-01       1.078629999688e-04      -1.228670546545e+00       1.078629999688e-04 
       1.435272261321e+01       3.323773344054e-05      -1.234668329841e+00       1.078730063080e-04       9.347794521680e-08       2.336948630420e-07       5.700989467810e-13       4.673897260840e-08      -9.260012473804e-01       1.078730063088e-04       6.076364190354e-01       6.915864345493e-01      -1.234668329674e+00       1.078475884904e-04       2.028135587357e-04      -9.260012476236e-01       1.079224319789e-04      -1.683823097048e-03      -7.492067855690e-08       2.030206604012e-04       3.333299287955e-01      -9.260012473804e-01       1.078730078963e-04      -1.228672058015e+00       1.078730078962e-04 
       1.435406147611e+01       3.324091100922e-05      -1.234670860274e+00       1.078830137649e-04       9.350448422762e-08       2.337612105690e-07       5.703698421628e-13       4.675224211381e-08      -9.260031452053e-01       1.078830137659e-04       6.076359443272e-01       6.915858500856e-01      -1.234670860062e+00       1.078575887463e-04       2.028520611550e-04      -9.260031455147e-01       1.079324531009e-04      -1.684134067178e-03      -7.494156581590e-08       2.030592017006e-04       3.333299281445e-01      -9.260031452053e-01       1.078830157854e-04      -1.228673569130e+00       1.078830157854e-04 
       1.435684777235e+01       3.324752386670e-05      -1.234676125401e+00       1.079038400760e-04       9.355973058775e-08       2.338993264694e-07       5.709339328774e-13       4.677986529388e-08      -9.260070940508e-01       1.079038400774e-04       6.076349569402e-01       6.915846340114e-01      -1.234676125094e+00       1.078784000670e-04       2.029321996525e-04      -9.260070944980e-01       1.079533078582e-04      -1.684781314700e-03      -7.498504659103e-08       2.031394211176e-04       3.333299267896e-01      -9.260070940509e-01       1.079038429965e-04      -1.228676712764e+00       1.079038429965e-04 
       1.435963406858e+01       3.325413678668e-05      -1.234681389275e+00       1.079246662222e-04       9.361499890379e-08       2.340374972595e-07       5.714984731680e-13       4.680749945190e-08      -9.260110419565e-01       1.079246662241e-04       6.076339702585e-01       6.915834182699e-01      -1.234681388874e+00       1.078992112168e-04       2.030123536029e-04      -9.260110425416e-01       1.079741624614e-04      -1.685428684100e-03      -7.502854422465e-08       2.032196559968e-04       3.333299254344e-01      -9.260110419565e-01       1.079246700435e-04      -1.228679854878e+00       1.079246700435e-04 
       1.436242036482e+01       3.326074976917e-05      -1.234686651910e+00       1.079454922049e-04       9.367028918138e-08       2.341757229534e-07       5.720634633146e-13       4.683514459069e-08      -9.260149889328e-01       1.079454922072e-04       6.076329842787e-01       6.915822028575e-01      -1.234686651415e+00       1.079200221970e-04       2.030925230061e-04      -9.260149896558e-01       1.079950169119e-04      -1.686076175385e-03      -7.507205872031e-08       2.032999063388e-04       3.333299240789e-01      -9.260149889329e-01       1.079454969276e-04      -1.228682995485e+00       1.079454969275e-04 
       1.436520666106e+01       3.326736281417e-05      -1.234691913322e+00       1.079663180253e-04       9.372560142627e-08       2.343140035657e-07       5.726289035980e-13       4.686280071314e-08      -9.260189349913e-01       1.079663180281e-04       6.076319989970e-01       6.915809877704e-01      -1.234691912731e+00       1.079408330089e-04       2.031727078619e-04      -9.260189358524e-01       1.080158712109e-04      -1.686723788560e-03      -7.511559008162e-08       2.033801721446e-04       3.333299227231e-01      -9.260189349914e-01       1.079663236501e-04      -1.228686134601e+00       1.079663236501e-04 
       1.436799295730e+01       3.327397592171e-05      -1.234697173526e+00       1.079871436850e-04       9.378093564436e-08       2.344523391109e-07       5.731947942998e-13       4.689046782218e-08      -9.260228801445e-01       1.079871436883e-04       6.076310144093e-01       6.915797730044e-01      -1.234697172841e+00       1.079616436539e-04       2.032529081701e-04      -9.260228811436e-01       1.080367253599e-04      -1.687371523634e-03      -7.515913831215e-08       2.034604534151e-04       3.333299213670e-01      -9.260228801445e-01       1.079871502125e-04      -1.228689272243e+00       1.079871502125e-04 
       1.438008065462e+01       3.330266607312e-05      -1.234719980179e+00       1.080774891394e-04       9.402124484765e-08       2.350531121191e-07       5.756550018283e-13       4.701062242383e-08      -9.260399851344e-01       1.080774891445e-04       6.076267509307e-01       6.915745066284e-01      -1.234719979083e+00       1.080519239002e-04       2.036010174574e-04      -9.260399867337e-01       1.081271945334e-04      -1.690182983129e-03      -7.534825759390e-08       2.038089141096e-04       3.333299154808e-01      -9.260399851346e-01       1.080774995909e-04      -1.228702867553e+00       1.080774995909e-04 
       1.439216835195e+01       3.333135740331e-05      -1.234742766203e+00       1.081678317558e-04       9.426196822527e-08       2.356549205632e-07       5.781237150674e-13       4.713098411263e-08      -9.260570746522e-01       1.081678317630e-04       6.076225000133e-01       6.915692457738e-01      -1.234742764694e+00       1.081422011940e-04       2.039494175567e-04      -9.260570768530e-01       1.082176610719e-04      -1.692996737814e-03      -7.553769473663e-08       2.041576659839e-04       3.333299095892e-01      -9.260570746525e-01       1.081678461440e-04      -1.228716437195e+00       1.081678461440e-04 
       1.440425604927e+01       3.336004991420e-05      -1.234765533739e+00       1.082581717287e-04       9.450310632876e-08       2.362577658219e-07       5.806009575694e-13       4.725155316438e-08      -9.260741503042e-01       1.082581717378e-04       6.076182611489e-01       6.915639899051e-01      -1.234765531816e+00       1.082324757295e-04       2.042981084584e-04      -9.260741531081e-01       1.083081251699e-04      -1.695812788767e-03      -7.572745005497e-08       2.045067091732e-04       3.333299036923e-01      -9.260741503048e-01       1.082581900661e-04      -1.228729983305e+00       1.082581900661e-04 
       1.441634374660e+01       3.338874360693e-05      -1.234788284097e+00       1.083485091751e-04       9.474465964221e-08       2.368616491055e-07       5.830867524925e-13       4.737232982111e-08      -9.260912130728e-01       1.083485091862e-04       6.076140340176e-01       6.915587386949e-01      -1.234788281760e+00       1.083227476237e-04       2.046470901537e-04      -9.260912164813e-01       1.083985869446e-04      -1.698631136590e-03      -7.591752384267e-08       2.048560437552e-04       3.333298977902e-01      -9.260912130736e-01       1.083485314743e-04      -1.228743507191e+00       1.083485314743e-04 
       1.442843144392e+01       3.341743847990e-05      -1.234811015684e+00       1.084388439413e-04       9.498662839654e-08       2.374665709914e-07       5.855811213832e-13       4.749331419827e-08      -9.261082617633e-01       1.084388439544e-04       6.076098189540e-01       6.915534925414e-01      -1.234811012931e+00       1.084130167229e-04       2.049963626334e-04      -9.261082657778e-01       1.084890462426e-04      -1.701451780164e-03      -7.610791631688e-08       2.052056696007e-04       3.333298918826e-01      -9.261082617644e-01       1.084388702151e-04      -1.228757007273e+00       1.084388702151e-04 
       1.444051914125e+01       3.344613453133e-05      -1.234833726762e+00       1.085291758597e-04       9.522901280573e-08       2.380725320143e-07       5.880840857122e-13       4.761450640287e-08      -9.261252950717e-01       1.085291758748e-04       6.076056163259e-01       6.915482518792e-01      -1.234833723592e+00       1.085032828593e-04       2.053459258880e-04      -9.261252996939e-01       1.085795028964e-04      -1.704274718274e-03      -7.629862769011e-08       2.055555865680e-04       3.333298859698e-01      -9.261252950731e-01       1.085292061208e-04      -1.228770481827e+00       1.085292061208e-04 
       1.447588395353e+01       3.353009693639e-05      -1.234900043606e+00       1.087934413045e-04       9.594054302028e-08       2.398513575507e-07       5.954565411284e-13       4.797027151014e-08      -9.261750327046e-01       1.087934413254e-04       6.075933943924e-01       6.915329535972e-01      -1.234900039211e+00       1.087673551850e-04       2.063703080917e-04      -9.261750391130e-01       1.088441344479e-04      -1.712546918471e-03      -7.685842284364e-08       2.065810047538e-04       3.333298686402e-01      -9.261750327073e-01       1.087934833041e-04      -1.228809746788e+00       1.087934833041e-04 
       1.451124876581e+01       3.361406940284e-05      -1.234966161372e+00       1.090576799734e-04       9.665564120722e-08       2.416391030180e-07       6.029033142741e-13       4.832782060361e-08      -9.262246210288e-01       1.090576800004e-04       6.075812834072e-01       6.915177081998e-01      -1.234966155742e+00       1.090313997471e-04       2.073971788721e-04      -9.262246292364e-01       1.091087409714e-04      -1.720838738287e-03      -7.742095569091e-08       2.076089124868e-04       3.333298512650e-01      -9.262246210332e-01       1.090577338212e-04      -1.228848770017e+00       1.090577338212e-04 
       1.454661357809e+01       3.369805194264e-05      -1.235032095104e+00       1.093218931315e-04       9.737431777950e-08       2.434357944488e-07       6.104249817463e-13       4.868715888975e-08      -9.262740713279e-01       1.093218931645e-04       6.075692793883e-01       6.915025119256e-01      -1.235032088230e+00       1.092954178078e-04       2.084265379620e-04      -9.262740813479e-01       1.093733237356e-04      -1.729150181644e-03      -7.798623308762e-08       2.086393103530e-04       3.333298338444e-01      -9.262740713344e-01       1.093219589374e-04      -1.228887566614e+00       1.093219589374e-04 
       1.458197839037e+01       3.378204458672e-05      -1.235097879455e+00       1.095860839066e-04       9.809658498628e-08       2.452414624657e-07       6.180221355518e-13       4.904829249314e-08      -9.263234095914e-01       1.095860839458e-04       6.075573739321e-01       6.914873561110e-01      -1.235097871328e+00       1.095594124927e-04       2.094583851150e-04      -9.263234214367e-01       1.096378858723e-04      -1.737481264711e-03      -7.855426244287e-08       2.096722004286e-04       3.333298163781e-01      -9.263234096004e-01       1.095861617815e-04      -1.228926171179e+00       1.095861617815e-04 
       1.461734320264e+01       3.386604731956e-05      -1.235163500833e+00       1.098502508915e-04       9.882245081584e-08       2.470561270396e-07       6.256953424191e-13       4.941122540792e-08      -9.263726256247e-01       1.098502509370e-04       6.075455695204e-01       6.914722441541e-01      -1.235163491444e+00       1.098233823917e-04       2.104927200967e-04      -9.263726393086e-01       1.099024259784e-04      -1.745831974730e-03      -7.912504986059e-08       2.107075813066e-04       3.333297988662e-01      -9.263726256367e-01       1.098503409468e-04      -1.228964570323e+00       1.098503409468e-04 
       1.465270801492e+01       3.395006011731e-05      -1.235228936976e+00       1.101143918466e-04       9.955192237025e-08       2.488798059256e-07       6.334451659507e-13       4.977596118512e-08      -9.264217027320e-01       1.101143918983e-04       6.075338706001e-01       6.914571816197e-01      -1.235228926315e+00       1.100873252626e-04       2.115295426607e-04      -9.264217182677e-01       1.101669418179e-04      -1.754202293331e-03      -7.969860118637e-08       2.117454508958e-04       3.333297813088e-01      -9.264217027474e-01       1.101144941942e-04      -1.229002742035e+00       1.101144941942e-04 
       1.480720709785e+01       3.431720704100e-05      -1.235512915649e+00       1.112680685023e-04       1.027813200574e-07       2.569533001435e-07       6.682151857630e-13       5.139066002870e-08      -9.266346867367e-01       1.112680685828e-04       6.074839215067e-01       6.913918875183e-01      -1.235512899322e+00       1.112401247729e-04       2.160883001469e-04      -9.266347105190e-01       1.113222770184e-04      -1.790999906925e-03      -8.223686984599e-08       2.163088113180e-04       3.333297040701e-01      -9.266346867721e-01       1.112682258811e-04      -1.229167116882e+00       1.112682258811e-04 
       1.496170618079e+01       3.468454641601e-05      -1.235793958403e+00       1.124212922863e-04       1.060805294201e-07       2.652013235503e-07       7.045081110551e-13       5.304026471006e-08      -9.268454688021e-01       1.124212923974e-04       6.074357940467e-01       6.913273867991e-01      -1.235793936228e+00       1.123924520941e-04       2.206945098274e-04      -9.268455010898e-01       1.124771934063e-04      -1.828171648915e-03      -8.482856846957e-08       2.209196696925e-04       3.333296259596e-01      -9.268454688662e-01       1.124215068987e-04      -1.229327760658e+00       1.124215068987e-04 
       1.511620526372e+01       3.505207826860e-05      -1.236072268803e+00       1.135740729707e-04       1.094503361888e-07       2.736258404720e-07       7.423742945597e-13       5.472516809440e-08      -9.270542016024e-01       1.135740731142e-04       6.073893985531e-01       6.912636285470e-01      -1.236072240593e+00       1.135443167815e-04       2.253481514360e-04      -9.270542426598e-01       1.136317010808e-04      -1.865717260758e-03      -8.747424158369e-08       2.255780056563e-04       3.333295469759e-01      -9.270542017042e-01       1.135743470730e-04      -1.229484886647e+00       1.135743470730e-04 
       1.527070434665e+01       3.541980262477e-05      -1.236348035629e+00       1.147264197100e-04       1.128915272022e-07       2.822288180055e-07       7.818652331055e-13       5.644576360110e-08      -9.272610267221e-01       1.147264198878e-04       6.073446505805e-01       6.912005655450e-01      -1.236348001194e+00       1.146957277727e-04       2.300492054685e-04      -9.272610768185e-01       1.147858095234e-04      -1.903636485890e-03      -9.017443339229e-08       2.302837995987e-04       3.333294671177e-01      -9.272610268709e-01       1.147267556143e-04      -1.229638693337e+00       1.147267556143e-04 
       1.542520342958e+01       3.578771951020e-05      -1.236621433051e+00       1.158783409889e-04       1.164048903132e-07       2.910122257829e-07       8.230335817482e-13       5.820244515658e-08      -9.274660747882e-01       1.158783412030e-04       6.073014708998e-01       6.911381542287e-01      -1.236621392194e+00       1.158466933351e-04       2.347976528635e-04      -9.274661341986e-01       1.159395275448e-04      -1.941929068562e-03      -9.292968777394e-08       2.350370323395e-04       3.333293863838e-01      -9.274660749938e-01       1.158787410623e-04      -1.229789364594e+00       1.158787410623e-04 
       1.557970251251e+01       3.615582895025e-05      -1.236892623538e+00       1.170298448307e-04       1.199912145521e-07       2.999780363803e-07       8.659331697439e-13       5.999560727606e-08      -9.276694676540e-01       1.170298450832e-04       6.072597847757e-01       6.910763539588e-01      -1.236892576063e+00       1.169972212745e-04       2.395934747560e-04      -9.276695366587e-01       1.170928634938e-04      -1.980594752946e-03      -9.574054827861e-08       2.398376848817e-04       3.333293047729e-01      -9.276694679265e-01       1.170303114954e-04      -1.229937072570e+00       1.170303114953e-04 
       1.581457639261e+01       3.671580824581e-05      -1.237300985301e+00       1.187796088047e-04       1.255847893211e-07       3.139619733028e-07       9.345908129162e-13       6.279239466055e-08      -9.279757389757e-01       1.187796091195e-04       6.071991204680e-01       6.909834944381e-01      -1.237300927371e+00       1.187454624952e-04       2.469749306909e-04      -9.279758231153e-01       1.188454811664e-04      -2.040089567361e-03      -1.001214407205e-07       2.472265690743e-04       3.333291790224e-01      -9.279757393701e-01       1.187801814715e-04      -1.230156285638e+00       1.187801814714e-04 
       1.604945027270e+01       3.727623274775e-05      -1.237705137810e+00       1.205284558863e-04       1.313515983766e-07       3.283789959415e-07       1.007575669066e-12       6.567579918830e-08      -9.282788533580e-01       1.205284562685e-04       6.071415025096e-01       6.908918241857e-01      -1.237705068943e+00       1.204927389026e-04       2.544657663139e-04      -9.282789533126e-01       1.205972655680e-04      -2.100445201066e-03      -1.046340082888e-07       2.547249408615e-04       3.333290512372e-01      -9.282788538999e-01       1.205291404898e-04      -1.230369597273e+00       1.205291404898e-04 
       1.628432415279e+01       3.783710247691e-05      -1.238105460023e+00       1.222764026816e-04       1.372944226439e-07       3.432360566098e-07       1.085092889770e-12       6.864721132195e-08      -9.285790950177e-01       1.222764031367e-04       6.070867327811e-01       6.908012483915e-01      -1.238105379718e+00       1.222390663352e-04       2.620659189133e-04      -9.285792114869e-01       1.223482344412e-04      -2.161660715956e-03      -1.092801542574e-07       2.623327316310e-04       3.333289214128e-01      -9.285790957340e-01       1.222772053607e-04      -1.230577420505e+00       1.222772053607e-04 
       1.651919803289e+01       3.839841753416e-05      -1.238502361775e+00       1.240234715086e-04       1.434160575173e-07       3.585401437932e-07       1.167354369436e-12       7.170802875864e-08      -9.288767713319e-01       1.240234720422e-04       6.070346136290e-01       6.907116645269e-01      -1.238502269517e+00       1.239844663418e-04       2.697753272067e-04      -9.288769050357e-01       1.240984112368e-04      -2.223735230654e-03      -1.140617828619e-07       2.700498807433e-04       3.333287895444e-01      -9.288767722511e-01       1.240243986067e-04      -1.230780198657e+00       1.240243986066e-04 
       1.675407191298e+01       3.896017805590e-05      -1.238896257102e+00       1.257696876314e-04       1.497193108650e-07       3.742982771624e-07       1.254578861143e-12       7.485965543249e-08      -9.291721928275e-01       1.257696882494e-04       6.069849530361e-01       6.906229690154e-01      -1.238896152362e+00       1.257289634163e-04       2.775939312027e-04      -9.291723445061e-01       1.258478223490e-04      -2.286667894173e-03      -1.189807981496e-07       2.778763322406e-04       3.333286556275e-01      -9.291721939796e-01       1.257707457134e-04      -1.230978378809e+00       1.257707457134e-04 
       1.698894579308e+01       3.952238405063e-05      -1.239287407655e+00       1.275150622090e-04       1.562069810825e-07       3.905174527061e-07       1.346991909871e-12       7.810349054123e-08      -9.294655557422e-01       1.275150629176e-04       6.069375997838e-01       6.905350963779e-01      -1.239287289885e+00       1.274725679458e-04       2.855216718546e-04      -9.294657261563e-01       1.275964800639e-04      -2.350457765229e-03      -1.240390977713e-07       2.858120199521e-04       3.333285196575e-01      -9.294655571587e-01       1.275162580632e-04      -1.231172256285e+00       1.275162580631e-04 
       1.722381967317e+01       4.008503564568e-05      -1.239676133521e+00       1.292596146752e-04       1.628818849137e-07       4.072047122842e-07       1.444826221621e-12       8.144094245683e-08      -9.297571001420e-01       1.292596154809e-04       6.068923958232e-01       6.904479665275e-01      -1.239676002160e+00       1.292152985909e-04       2.935584910536e-04      -9.297572900731e-01       1.293444049392e-04      -2.415103989830e-03      -1.292385821513e-07       2.938568890545e-04       3.333283816296e-01      -9.297571018560e-01       1.292609552892e-04      -1.231362184080e+00       1.292609552892e-04 
       1.756626943004e+01       4.090618904643e-05      -1.240239130991e+00       1.318017605928e-04       1.729553339626e-07       4.323883349066e-07       1.597681780357e-12       8.647766698131e-08      -9.301793482448e-01       1.318017615523e-04       6.068300434460e-01       6.903221172434e-01      -1.240238978771e+00       1.317546938920e-04       3.054716394748e-04      -9.301795680762e-01       1.318916301630e-04      -2.510891881989e-03      -1.370764203084e-07       3.057819585617e-04       3.333281766857e-01      -9.301793504556e-01       1.318033252818e-04      -1.231632665953e+00       1.318033252817e-04 
       1.790871918692e+01       4.172829015029e-05      -1.240798385689e+00       1.343422471530e-04       1.834415819079e-07       4.586039547697e-07       1.763344818785e-12       9.172079095394e-08      -9.305987892680e-01       1.343422482816e-04       6.067715366259e-01       6.901974937433e-01      -1.240798211328e+00       1.342923157227e-04       3.176163737809e-04      -9.305990407724e-01       1.344373916490e-04      -2.608495623722e-03      -1.452242977489e-07       3.179388313864e-04       3.333279673431e-01      -9.305987920549e-01       1.343440521240e-04      -1.231896333598e+00       1.343440521240e-04 
       1.825116894379e+01       4.255133920547e-05      -1.241354487265e+00       1.368811083093e-04       1.943494155224e-07       4.858735388059e-07       1.942620579374e-12       9.717470776118e-08      -9.310158654511e-01       1.368811096234e-04       6.067165323970e-01       6.900739484256e-01      -1.241354289430e+00       1.368281956237e-04       3.299925236065e-04      -9.310161504688e-01       1.369817267993e-04      -2.707912492812e-03      -1.536880811920e-07       3.303273355559e-04       3.333277535872e-01      -9.310158688992e-01       1.368831704379e-04      -1.232153877399e+00       1.368831704379e-04 
