#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_pacdm           23:theta_pacdm           24:delta_pacdr           25:theta_pacdr        
       4.220130974228e+02       1.669333521107e-03      -2.777669529399e-01       3.517518119818e-03       4.355687627943e-02       5.169145193221e-03      -5.405831948662e-03       4.788670550758e-03      -7.883100249907e+00       6.487193339373e-02       4.879658413004e-02       4.883071121010e-02      -2.325351658151e-01       5.872599355470e-04       2.073332401957e-02      -4.146169951866e+01       1.098334204451e-01      -8.450285695663e-02      -1.085760986440e-01       1.919067725329e-02       3.251440199297e-01       1.442847024557e+00       3.051453718321e-02       1.923711351317e+00       3.051808839670e-02 
       4.230656646162e+02       1.675269858511e-03      -2.823157578830e-01       2.835127497742e-03       4.518835242317e-02       5.752365559434e-03      -5.556910491528e-03       5.003971077401e-03      -7.951592877211e+00       6.514697932264e-02       4.877378695059e-02       4.880879658970e-02      -2.332235665534e-01       2.680650267486e-04       2.099159286717e-02      -4.157743724484e+01       1.099568111776e-01      -8.626324661393e-02      -1.089941362741e-01       1.988142033088e-02       3.250882500333e-01       1.409296489789e+00       3.310045289412e-02       1.878973060448e+00       3.310412297522e-02 
       4.241182318096e+02       1.681214987505e-03      -2.858872990389e-01       2.127272214634e-03       4.631805521419e-02       6.351305914943e-03      -5.703449645679e-03       5.250809423436e-03      -8.020374042197e+00       6.542131737667e-02       4.875158314090e-02       4.878707972752e-02      -2.334606992788e-01      -5.411108329670e-05       2.102309338621e-02      -4.169330432304e+01       1.100803324645e-01      -8.760561964987e-02      -1.094223043174e-01       2.036874667530e-02       3.250322333907e-01       1.373056955085e+00       3.562445118155e-02       1.830649248712e+00       3.562822006958e-02 
       4.251707990030e+02       1.687168908266e-03      -2.884514414327e-01       1.401877108632e-03       4.694284874865e-02       6.965506516990e-03      -5.847147788842e-03       5.529926044321e-03      -8.089443048095e+00       6.569495647584e-02       4.872995203153e-02       4.876554613103e-02      -2.332449508494e-01      -3.756868404152e-04       2.082870755281e-02      -4.180930093653e+01       1.102039883053e-01      -8.851851341939e-02      -1.098573370228e-01       2.064891211947e-02       3.249759695581e-01       1.334195415529e+00       3.808304247414e-02       1.778829257476e+00       3.808690942117e-02 
       4.264718847823e+02       1.694540743997e-03      -2.902014379739e-01       4.928856865182e-04       4.702127532277e-02       7.745421390175e-03      -6.023466479412e-03       5.920279727203e-03      -8.175216510860e+00       6.603225329887e-02       4.870397090935e-02       4.873916283602e-02      -2.323578530266e-01      -7.670610725791e-04       2.028145785587e-02      -4.195286446724e+01       1.103570328452e-01      -8.904351928886e-02      -1.103996247474e-01       2.070679655962e-02       3.249060789727e-01       1.282640441092e+00       4.102638993618e-02       1.710083363931e+00       4.103038380921e-02 
       4.277729705616e+02       1.701926012991e-03      -2.903717692086e-01      -4.156627655452e-04       4.634776910618e-02       8.548130450485e-03      -6.201504352492e-03       6.361141748930e-03      -8.261427424176e+00       6.636851549202e-02       4.867878391027e-02       4.871302160084e-02      -2.308011003040e-01      -1.145516076820e-03       1.940579672579e-02      -4.209662653619e+01       1.105102942994e-01      -8.889880886270e-02      -1.109410426778e-01       2.044760805891e-02       3.248358092874e-01       1.227328687004e+00       4.385791020924e-02       1.636328183053e+00       4.386200549610e-02 
       4.290740563409e+02       1.709324716549e-03      -2.889761345275e-01      -1.309021570981e-03       4.495005406756e-02       9.373968957250e-03      -6.384647237851e-03       6.852394009302e-03      -8.348074501720e+00       6.670376484563e-02       4.865434053814e-02       4.868710725112e-02      -2.286026980095e-01      -1.504736032197e-03       1.821860436586e-02      -4.224058747594e+01       1.106637796323e-01      -8.809186214691e-02      -1.114753640588e-01       1.987808345870e-02       3.247651595350e-01       1.168409342345e+00       4.657196318687e-02       1.557762678365e+00       4.657612179374e-02 
       4.303751421202e+02       1.716736854419e-03      -2.860533634482e-01      -2.172969957786e-03       4.286728317975e-02       1.022372062607e-02      -6.576222099945e-03       7.393372257166e-03      -8.435156470416e+00       6.703802247031e-02       4.863058772366e-02       4.866140936272e-02      -2.258012830824e-01      -1.838769235020e-03       1.674187526330e-02      -4.238474761197e+01       1.108174935215e-01      -8.664069596284e-02      -1.119965243011e-01       1.900985333370e-02       3.246941289657e-01       1.106038989817e+00       4.916289966408e-02       1.474595656344e+00       4.916714036784e-02 
       4.316762278996e+02       1.724162425893e-03      -2.816663089994e-01      -2.994035637683e-03       4.014923812026e-02       1.109860654130e-02      -6.779431081747e-03       7.982882782743e-03      -8.522672072913e+00       6.737130966782e-02       4.860747007215e-02       4.863592160026e-02      -2.224454097212e-01      -2.142124569669e-03       1.500231818238e-02      -4.252910726319e+01       1.109714394806e-01      -8.457349671151e-02      -1.124987165929e-01       1.785921599488e-02       3.246227169054e-01       1.040381240170e+00       5.162540140776e-02       1.387045296179e+00       5.162967687039e-02 
       4.329773136789e+02       1.731601432646e-03      -2.759003840601e-01      -3.759699729766e-03       3.685537815383e-02       1.200026567538e-02      -6.997288048736e-03       8.619224717753e-03      -8.610620072592e+00       6.770365051203e-02       4.858492962424e-02       4.861064049866e-02      -2.185926831392e-01      -2.409857881025e-03       1.303088380001e-02      -4.267366674535e+01       1.111256226963e-01      -8.192810063928e-02      -1.129764824745e-01       1.644684246141e-02       3.245509223374e-01       9.716063682882e-01       5.395458717399e-02       1.295338677682e+00       5.395887289314e-02 
       4.342783994582e+02       1.739053872905e-03      -2.688617370467e-01      -4.458591572358e-03       3.305374603592e-02       1.293072703117e-02      -7.232558347690e-03       9.300217770621e-03      -8.698999249402e+00       6.803506577954e-02       4.856290820790e-02       4.858556678090e-02      -2.143087332825e-01      -2.637657268030e-03       1.086222262563e-02      -4.281842636561e+01       1.112800442173e-01      -7.875132116259e-02      -1.134247961589e-01       1.479741289124e-02       3.244787447466e-01       8.998908338892e-01       5.614594451692e-02       1.199711131294e+00       5.615021870932e-02 
       4.357797562651e+02       1.747670134097e-03      -2.593218007865e-01      -5.169005386218e-03       2.813473884040e-02       1.404333305116e-02      -7.528880702679e-03       1.013807032816e-02      -8.801516563621e+00       6.841637521952e-02       4.853806418980e-02       4.855689473046e-02      -2.089244923202e-01      -2.846203447028e-03       8.164088072138e-03      -4.298571738315e+01       1.114585357970e-01      -7.449736936332e-02      -1.138996428547e-01       1.263657607483e-02       3.243949798924e-01       8.137200324208e-01       5.849804183990e-02       1.084808875511e+00       5.850224006416e-02 
       4.372811130721e+02       1.756304283648e-03      -2.484720312801e-01      -5.764131370762e-03       2.276591700225e-02       1.520164500025e-02      -7.854838361428e-03       1.102715580761e-02      -8.904604614190e+00       6.879651672622e-02       4.851374114981e-02       4.852851072419e-02      -2.031833463764e-01      -2.992482785190e-03       5.315649393625e-03      -4.315327575832e+01       1.116373504070e-01      -6.970561848158e-02      -1.143233035527e-01       1.024633208022e-02       3.243107026826e-01       7.241641937440e-01       6.065555129072e-02       9.653933807372e-01       6.065962070388e-02 
       4.387824698790e+02       1.764956321915e-03      -2.365539087659e-01      -6.233754624513e-03       1.708081413035e-02       1.641028240710e-02      -8.212891087643e-03       1.196212167105e-02      -9.008261639191e+00       6.917552305018e-02       4.848984939612e-02       4.850042588021e-02      -1.972130362973e-01      -3.073614870112e-03       2.381799636059e-03      -4.332110194372e+01       1.118164889532e-01      -6.448303511805e-02      -1.146909441335e-01       7.679608507011e-03       3.242259119030e-01       6.315195193692e-01       6.261314541902e-02       8.418596758733e-01       6.261705773882e-02 
       4.402838266859e+02       1.773626249249e-03      -2.238263734189e-01      -6.570647398089e-03       1.121780308989e-02       1.767419716866e-02      -8.604694409309e-03       1.293706308846e-02      -9.112485918902e+00       6.955342536933e-02       4.846630166505e-02       4.847265320381e-02      -1.911455834495e-01      -3.088195890945e-03      -5.711112154257e-04      -4.348919638655e+01       1.119959511182e-01      -5.894487688646e-02      -1.149989641021e-01       4.992593098352e-03       3.241406063406e-01       5.360895612583e-01       6.436638527149e-02       7.146126259305e-01       6.437003495400e-02 
       4.417851834928e+02       1.782314064930e-03      -2.105597269477e-01      -6.770672702731e-03       5.317045607083e-03       1.899854635081e-02      -9.031035888991e-03       1.394561828671e-02      -9.217275774850e+00       6.993025191442e-02       4.844301451835e-02       4.844520685344e-02      -1.851143070831e-01      -3.036320401696e-03      -3.476764794953e-03      -4.365755952853e+01       1.121757344071e-01      -5.321217783925e-02      -1.152450617924e-01       2.243514584553e-03       3.240547849534e-01       4.381839553187e-01       6.591179043145e-02       5.840652642801e-01       6.591508607334e-02 
       4.432865402998e+02       1.791019770355e-03      -1.970294255064e-01      -6.832816489298e-03      -4.825412764014e-04       2.038855681453e-02      -9.491787410852e-03       1.498106678015e-02      -9.322629572855e+00       7.030603066125e-02       4.841990847593e-02       4.841810027498e-02      -1.792508487583e-01      -2.919566325893e-03      -6.270347046317e-03      -4.382619181036e+01       1.123558372152e-01      -4.740914540545e-02      -1.154282720244e-01      -5.086025550991e-04       3.239684463866e-01       3.381171125689e-01       6.724645781702e-02       4.506369967360e-01       6.724932500468e-02 
       4.447878971067e+02       1.799743363879e-03      -1.835098547039e-01      -6.759159471617e-03      -6.046251176033e-03       2.184938352351e-02      -9.985874299682e-03       1.603642915839e-02      -9.428545717228e+00       7.068078403313e-02       4.839691034402e-02       4.839134669331e-02      -1.736822404008e-01      -2.740955064031e-03      -8.889979935934e-03      -4.399509366787e+01       1.125362538572e-01      -4.166050916397e-02      -1.155489752690e-01      -3.205189946788e-03       3.238815897507e-01       2.362072427128e-01       6.836805265265e-02       3.147523036167e-01       6.837037004355e-02 
       4.464249725621e+02       1.809275936033e-03      -1.690938026366e-01      -6.530096832401e-03      -1.169444554912e-02       2.352876063178e-02      -1.056020365525e-02       1.720150595547e-02      -9.544675473366e+00       7.108827271942e-02       4.837187644534e-02       4.836258882930e-02      -1.680864729549e-01      -2.480876170161e-03      -1.148070636050e-02      -4.417957154810e+01       1.127333336642e-01      -3.559804058584e-02      -1.156113878741e-01      -6.015545465410e-03       3.237862893965e-01       1.233616482404e-01       6.934630906043e-02       1.642875574489e-01       6.934788118055e-02 
       4.480620480175e+02       1.818829776779e-03      -1.553364932652e-01      -6.156039748450e-03      -1.675837443501e-02       2.530409837723e-02      -1.116779829741e-02       1.837243875049e-02      -9.661470031613e+00       7.149459152838e-02       4.834681215251e-02       4.833427328619e-02      -1.631246467945e-01      -2.159861502897e-03      -1.372918385984e-02      -4.436437103125e+01       1.129307730652e-01      -2.989837806592e-02      -1.156054742439e-01      -8.622520530028e-03       3.236903702398e-01       9.125798542920e-03       7.006794936453e-02       1.197085017901e-02       7.006865601966e-02 
       4.494097924754e+02       1.826711069332e-03      -1.447191127274e-01      -5.749087580367e-03      -2.039301130853e-02       2.684136220456e-02      -1.168930324787e-02       1.933426515772e-02      -9.758120320625e+00       7.182823674217e-02       4.832610574889e-02       4.831129716771e-02      -1.596033658596e-01      -1.856124144705e-03      -1.528247994402e-02      -4.451675146987e+01       1.130935831835e-01      -2.557905351315e-02      -1.155532579431e-01      -1.057068816979e-02       3.236109377714e-01      -8.566676885880e-02       7.046918263647e-02      -1.144195562922e-01       7.046902957532e-02 
       4.500000000000e+02       1.830167002723e-03      -1.403139897018e-01      -5.545291486538e-03      -2.181418783106e-02       2.753678113699e-02      -1.192277177508e-02       1.975343588426e-02      -9.800586838699e+00       7.197410442383e-02       4.831700826805e-02       4.830133085997e-02      -1.582383521330e-01      -1.713441832488e-03      -1.587036298262e-02      -4.458355111246e+01       1.131649549342e-01      -2.381408567233e-02      -1.155179873821e-01      -1.135840281133e-02       3.235760199413e-01      -1.273254591479e-01       7.059020435753e-02      -1.699641042147e-01       7.058960102690e-02 
       4.500341398025e+02       1.830366991364e-03      -1.955325960635e-01      -1.495350700137e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.803049504426e+00       7.198619143124e-02       4.830092086512e-02       4.829962541389e-02      -1.928608201930e-01      -1.318867067947e-04       0.000000000000e+00      -4.458741990132e+01       1.131727252045e-01      -2.371467638113e-02      -1.155157201210e-01      -1.140259737773e-02       3.235739976917e-01      -1.297408066751e-01       7.059978789159e-02      -1.731845349896e-01       7.059916526369e-02 
       4.500682796050e+02       1.830566989254e-03      -1.955297241223e-01      -1.495005199729e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.805508946591e+00       7.199462838158e-02       4.830038833708e-02       4.829908816108e-02      -1.928587581954e-01      -1.318610304713e-04       0.000000000000e+00      -4.459128532286e+01       1.131768460806e-01      -2.361554723700e-02      -1.155134300043e-01      -1.144664934028e-02       3.235719751716e-01      -1.321528442164e-01       7.060561588271e-02      -1.764005513700e-01       7.060496757588e-02 
       4.501024194075e+02       1.830766996393e-03      -1.955268528683e-01      -1.494660115066e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.807968675399e+00       7.200306480161e-02       4.829985588463e-02       4.829855100252e-02      -1.928566964744e-01      -1.318353889733e-04       0.000000000000e+00      -4.459515088427e+01       1.131809671031e-01      -2.351670515034e-02      -1.155111166211e-01      -1.149055525566e-02       3.235699523811e-01      -1.345650765644e-01       7.061133299932e-02      -1.796168263509e-01       7.061065904324e-02 
       4.502450805351e+02       1.831602872955e-03      -1.955148614096e-01      -1.493222381528e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.818250112423e+00       7.203831299849e-02       4.829763154909e-02       4.829630719206e-02      -1.928480833893e-01      -1.317285952154e-04       0.000000000000e+00      -4.461130544331e+01       1.131981892158e-01      -2.310658945991e-02      -1.155012173255e-01      -1.167254334663e-02       3.235614967522e-01      -1.446470118511e-01       7.063410737844e-02      -1.930592496331e-01       7.063332580615e-02 
       4.503877416627e+02       1.832438911032e-03      -1.955028815211e-01      -1.491791798380e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.828536457471e+00       7.207355211688e-02       4.829540842688e-02       4.829406491848e-02      -1.928394747273e-01      -1.316223991171e-04       0.000000000000e+00      -4.462746239857e+01       1.132154138286e-01      -2.270147691456e-02      -1.154909258095e-01      -1.185199245412e-02       3.235530363988e-01      -1.547319678902e-01       7.065498476382e-02      -2.065056806815e-01       7.065409401384e-02 
       4.505304027903e+02       1.833275110625e-03      -1.954909133299e-01      -1.490368432680e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.838827790198e+00       7.210878202118e-02       4.829318655375e-02       4.829182422485e-02      -1.928308706433e-01      -1.315168079929e-04       0.000000000000e+00      -4.464362178986e+01       1.132326409882e-01      -2.230151959356e-02      -1.154802407475e-01      -1.202883056086e-02       3.235445713194e-01      -1.648197381416e-01       7.067393489969e-02      -2.199558434847e-01       7.067293326620e-02 
       4.506730639179e+02       1.834111471739e-03      -1.954789568004e-01      -1.488952300098e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.849124137908e+00       7.214400267002e-02       4.829096592341e-02       4.828958510929e-02      -1.928222711259e-01      -1.314118239486e-04       0.000000000000e+00      -4.465978363152e+01       1.132498707112e-01      -2.190681997489e-02      -1.154691654046e-01      -1.220301116184e-02       3.235361015126e-01      -1.749100668442e-01       7.069094777415e-02      -2.334093965977e-01       7.068983361677e-02 
       4.509530111331e+02       1.835753151888e-03      -1.954555276171e-01      -1.486194388804e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.869343486681e+00       7.221309005817e-02       4.828661182082e-02       4.828519572181e-02      -1.928054089503e-01      -1.312075750903e-04       0.000000000000e+00      -4.469150551864e+01       1.132836884420e-01      -2.114793917587e-02      -1.154463235638e-01      -1.253692664885e-02       3.235194672691e-01      -1.947166769554e-01       7.071870022533e-02      -2.598177188126e-01       7.071736040296e-02 
       4.512329583482e+02       1.837395454066e-03      -1.954321419882e-01      -1.483464207028e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.889582154464e+00       7.228214189321e-02       4.828226219058e-02       4.828081212909e-02      -1.927885632635e-01      -1.310056575540e-04       0.000000000000e+00      -4.472323685731e+01       1.133175160749e-01      -2.041015241843e-02      -1.154220436586e-01      -1.286024237304e-02       3.235028148017e-01      -2.145299717656e-01       7.073899811320e-02      -2.862348694572e-01       7.073742606492e-02 
       4.515129055633e+02       1.839038378322e-03      -1.954087989870e-01      -1.480761672097e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.909840132052e+00       7.235115827105e-02       4.827791681818e-02       4.827643413459e-02      -1.927717333049e-01      -1.308060654823e-04       0.000000000000e+00      -4.475497765081e+01       1.133513536361e-01      -1.969397422022e-02      -1.153963696750e-01      -1.317273832714e-02       3.234861440954e-01      -2.343479037991e-01       7.075185121630e-02      -3.126581161145e-01       7.075004023547e-02 
       4.517928527785e+02       1.840681924665e-03      -1.953854977233e-01      -1.478086615974e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.930117409686e+00       7.242013924388e-02       4.827357549869e-02       4.827206155089e-02      -1.927549183502e-01      -1.306087929847e-04       0.000000000000e+00      -4.478672790230e+01       1.133852011060e-01      -1.899991333602e-02      -1.153693474305e-01      -1.347419812590e-02       3.234694551419e-01      -2.541683866392e-01       7.075727032084e-02      -3.390846743507e-01       7.075521357709e-02 
       4.526545124024e+02       1.845744558823e-03      -1.953140312440e-01      -1.470024795050e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.992650598854e+00       7.263223612390e-02       4.826023668879e-02       4.825863518949e-02      -1.927032502883e-01      -1.300160937484e-04       0.000000000000e+00      -4.488451253599e+01       1.134894429560e-01      -1.700733784976e-02      -1.152782072799e-01      -1.433075559657e-02       3.234179730906e-01      -3.151690301139e-01       7.072742233862e-02      -4.204159612365e-01       7.072456486895e-02 
       4.535161720263e+02       1.850813085145e-03      -1.952429278269e-01      -1.462223193742e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.005536626697e+01       7.284399806217e-02       4.824692902560e-02       4.824525339068e-02      -1.926516985762e-01      -1.294451337320e-04       0.000000000000e+00      -4.498238689569e+01       1.135937764282e-01      -1.524196031284e-02      -1.151761455275e-01      -1.507537595934e-02       3.233663180959e-01      -3.761141189442e-01       7.062763671939e-02      -5.016722243376e-01       7.062390865186e-02 
       4.542299910570e+02       1.855016433599e-03      -1.951842811952e-01      -1.455951408706e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.010745940214e+01       7.301917377509e-02       4.823592421616e-02       4.823419756235e-02      -1.926090654703e-01      -1.289884675201e-04       0.000000000000e+00      -4.506353633175e+01       1.136802774669e-01      -1.396010530130e-02      -1.150843774013e-01      -1.560396232384e-02       3.233233947656e-01      -4.265172336420e-01       7.049231514494e-02      -5.688724041446e-01       7.048780990614e-02 
       4.549438100876e+02       1.859223826236e-03      -1.951258520543e-01      -1.449852548461e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.015967742809e+01       7.319412157093e-02       4.822493368534e-02       4.822316556835e-02      -1.925664862056e-01      -1.285464780514e-04       0.000000000000e+00      -4.514474746468e+01       1.137668407494e-01      -1.284805800518e-02      -1.149870072929e-01      -1.605014057043e-02       3.232803524167e-01      -4.768067255422e-01       7.030958769894e-02      -6.359203273376e-01       7.030425201497e-02 
       4.556576291183e+02       1.863435263343e-03      -1.950676262910e-01      -1.443924776488e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.021202019156e+01       7.336884238014e-02       4.821395433877e-02       4.821215439040e-02      -1.925239491740e-01      -1.281190465012e-04       0.000000000000e+00      -4.522602034789e+01       1.138534660456e-01      -1.191067412595e-02      -1.148849350123e-01      -1.641207378646e-02       3.232371908869e-01      -5.269488739034e-01       7.007977522425e-02      -7.027709807143e-01       7.007355335305e-02 
       4.563714481490e+02       1.867650744381e-03      -1.950095908717e-01      -1.438166290879e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.026448753888e+01       7.354333631462e-02       4.820298338802e-02       4.820116127024e-02      -1.924814438162e-01      -1.277060495428e-04       0.000000000000e+00      -4.530735503350e+01       1.139401523103e-01      -1.115197233709e-02      -1.147790778366e-01      -1.668832632240e-02       3.231939101442e-01      -5.769102176742e-01       6.980322731468e-02      -7.693796949883e-01       6.979606084448e-02 
       4.570852671797e+02       1.871870269081e-03      -1.949517326623e-01      -1.432575266839e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.031707931668e+01       7.371760372774e-02       4.819201804706e-02       4.819018340609e-02      -1.924389594120e-01      -1.273073577020e-04       0.000000000000e+00      -4.538875157318e+01       1.140268987428e-01      -1.057511156623e-02      -1.146703676605e-01      -1.687787285556e-02       3.231505101160e-01      -6.266575474712e-01       6.948032390071e-02      -8.357021338659e-01       6.947215162370e-02 
       4.581682597627e+02       1.878279773162e-03      -1.948642596115e-01      -1.424409920665e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.039710781571e+01       7.398156813940e-02       4.817538601890e-02       4.817355064973e-02      -1.923745180931e-01      -1.267294795648e-04       0.000000000000e+00      -4.551236307288e+01       1.141586228560e-01      -1.005203420454e-02      -1.145020966530e-01      -1.699861843791e-02       3.230844363152e-01      -7.016509265285e-01       6.890282963462e-02      -9.356802809093e-01       6.889300825505e-02 
       4.592512523458e+02       1.884698586852e-03      -1.947771165988e-01      -1.416619364169e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.047742185127e+01       7.424501613707e-02       4.815875068591e-02       4.815693623212e-02      -1.923100608607e-01      -1.261837106429e-04       0.000000000000e+00      -4.563611724801e+01       1.142904838131e-01      -9.956654045585e-03      -1.143327424030e-01      -1.691818034494e-02       3.230180869985e-01      -7.759622507828e-01       6.822114367892e-02      -1.034746537199e+00       6.820951585316e-02 
       4.603342449288e+02       1.891126708962e-03      -1.946902608279e-01      -1.409196082075e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.055802089224e+01       7.450794847067e-02       4.814210343729e-02       4.814033090060e-02      -1.922455525835e-01      -1.256695134967e-04       0.000000000000e+00      -4.576001427274e+01       1.144224783774e-01      -1.028824493548e-02      -1.141656161441e-01      -1.663851310464e-02       3.229514619542e-01      -8.494796218958e-01       6.743697783377e-02      -1.132751469293e+00       6.742337560965e-02 
       4.614172375118e+02       1.897564139334e-03      -1.946036493951e-01      -1.402133180268e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.063890440932e+01       7.477036678148e-02       4.812543580759e-02       4.812372533116e-02      -1.921809579272e-01      -1.251863118505e-04       0.000000000000e+00      -4.588405431874e+01       1.145546042223e-01      -1.104139356305e-02      -1.140039856823e-01      -1.616374273264e-02       3.228845608144e-01      -9.220930848245e-01       6.655219182256e-02      -1.229548218942e+00       6.653643570785e-02 
       4.625002300949e+02       1.904010879354e-03      -1.945172389836e-01      -1.395422894580e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.072007187595e+01       7.503227409479e-02       4.810873933796e-02       4.810711000466e-02      -1.921162408651e-01      -1.247334882705e-04       0.000000000000e+00      -4.600823755614e+01       1.146868604242e-01      -1.220611140546e-02      -1.138510398897e-01      -1.550009546423e-02       3.228173829637e-01      -9.936947745350e-01       6.556878973994e-02      -1.324992697515e+00       6.555068793091e-02 
       4.635832226779e+02       1.910466928124e-03      -1.944309898765e-01      -1.389058506513e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.080152276499e+01       7.529367117246e-02       4.809200660361e-02       4.809047624897e-02      -1.920513688362e-01      -1.243103872845e-04       0.000000000000e+00      -4.613256415027e+01       1.148192438155e-01      -1.376795851152e-02      -1.137098557322e-01      -1.465582235688e-02       3.227499281511e-01      -1.064179062598e+00       6.448891156708e-02      -1.418943780835e+00       6.446826012364e-02 
       4.651528224239e+02       1.919840312184e-03      -1.943061940572e-01      -1.380428736527e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.092007291554e+01       7.567161541177e-02       4.806767664463e-02       4.806631846960e-02      -1.919570082503e-01      -1.237485033993e-04       0.000000000000e+00      -4.631300759471e+01       1.150113297069e-01      -1.669730620118e-02      -1.135320590633e-01      -1.313279644235e-02       3.226516724461e-01      -1.164139728801e+00       6.275725017066e-02      -1.552177253991e+00       6.273251851225e-02 
       4.667224221698e+02       1.929233251008e-03      -1.941815379790e-01      -1.372478322894e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.103921570084e+01       7.604849697375e-02       4.804323441158e-02       4.804207800698e-02      -1.918621579974e-01      -1.232453025215e-04       0.000000000000e+00      -4.649375298730e+01       1.152036718072e-01      -2.034883855935e-02      -1.133933455655e-01      -1.128969766206e-02       3.225528327329e-01      -1.261232115853e+00       6.083510178721e-02      -1.681577322151e+00       6.080580240668e-02 
       4.682920219157e+02       1.938645742445e-03      -1.940569152048e-01      -1.365178788689e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.115894952513e+01       7.642431791538e-02       4.801866171001e-02       4.801773126155e-02      -1.917667311207e-01      -1.227983217694e-04       0.000000000000e+00      -4.667480079315e+01       1.153962604347e-01      -2.463460654213e-02      -1.133010028553e-01      -9.171145430037e-03       3.224534081892e-01      -1.355163455958e+00       5.873037212212e-02      -1.806752554846e+00       5.869596624403e-02 
       4.698616216617e+02       1.948077788789e-03      -1.939322211064e-01      -1.358501391535e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.127927279900e+01       7.679908424743e-02       4.799394089098e-02       4.799325477987e-02      -1.916706416932e-01      -1.224048845585e-04       0.000000000000e+00      -4.685615146542e+01       1.155890899528e-01      -2.945279739902e-02      -1.132612005858e-01      -6.827666085520e-03       3.223533972811e-01      -1.445653849465e+00       5.645156493670e-02      -1.927328545750e+00       5.641143195545e-02 
       4.714312214076e+02       1.957529388195e-03      -1.938073622057e-01      -1.352411896223e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.140018393126e+01       7.717279784145e-02       4.796905707437e-02       4.796862762112e-02      -1.915738142750e-01      -1.220621005504e-04       0.000000000000e+00      -4.703780543725e+01       1.157821506781e-01      -3.469019577130e-02      -1.132788609933e-01      -4.314476947605e-03       3.222527991556e-01      -1.532437182414e+00       5.400778322400e-02      -2.042949094970e+00       5.396121950958e-02 
       4.730008211536e+02       1.967000542250e-03      -1.936822487921e-01      -1.346877176337e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.152168133457e+01       7.754546355879e-02       4.794399612482e-02       4.794382947688e-02      -1.914761762679e-01      -1.217669147734e-04       0.000000000000e+00      -4.721976312755e+01       1.159754360105e-01      -4.022485774310e-02      -1.133575568327e-01      -1.690186344927e-03       3.221516124117e-01      -1.615261915474e+00       5.140846668873e-02      -2.153277346144e+00       5.135478902741e-02 
