#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_pacdm           23:theta_pacdm           24:delta_pacdr           25:theta_pacdr        
       7.086648816313e+00       1.620519556195e-05      -1.225206400398e+00       2.140283198746e-04       4.410913738802e-08       1.102728434700e-07       1.278925931776e-13       2.205456869401e-08      -9.189048002987e-01       2.140283198746e-04       6.076539916684e-01       6.939462637022e-01      -1.225206400389e+00       2.139803761106e-04       1.982910387215e-04      -9.189048003127e-01       2.141253679716e-04      -1.659073889762e-03      -1.451414017691e-07       1.984950689345e-04       3.333325240274e-01      -9.189048002987e-01       2.140283199490e-04      -1.223625056494e+00       2.140283199490e-04 
       7.086749043101e+00       1.620542758511e-05      -1.225206629772e+00       2.140313394219e-04       4.411102251800e-08       1.102775562950e-07       1.279017215032e-13       2.205551125900e-08      -9.189049723293e-01       2.140313394220e-04       6.076539235574e-01       6.939462135092e-01      -1.225206629757e+00       2.139833936106e-04       1.982967572408e-04      -9.189049723530e-01       2.141283916119e-04      -1.659120553256e-03      -1.451475483844e-07       1.985007933169e-04       3.333325240042e-01      -9.189049723293e-01       2.140313395482e-04      -1.223625242230e+00       2.140313395482e-04 
       7.086849269888e+00       1.620565960835e-05      -1.225206859142e+00       2.140343589680e-04       4.411290770188e-08       1.102822692547e-07       1.279108503519e-13       2.205645385094e-08      -9.189051443563e-01       2.140343589681e-04       6.076538554500e-01       6.939461633175e-01      -1.225206859120e+00       2.139864111094e-04       1.983024758408e-04      -9.189051443897e-01       2.141314152512e-04      -1.659167217401e-03      -1.451536951740e-07       1.985065177801e-04       3.333325239810e-01      -9.189051443563e-01       2.140343591462e-04      -1.223625427960e+00       2.140343591462e-04 
       7.086949496675e+00       1.620589163167e-05      -1.225207088506e+00       2.140373785130e-04       4.411479293966e-08       1.102869823491e-07       1.279199797236e-13       2.205739646983e-08      -9.189053163797e-01       2.140373785131e-04       6.076537873460e-01       6.939461131270e-01      -1.225207088478e+00       2.139894286069e-04       1.983081945213e-04      -9.189053164228e-01       2.141344388894e-04      -1.659213882196e-03      -1.451598421380e-07       1.985122423240e-04       3.333325239578e-01      -9.189053163797e-01       2.140373787431e-04      -1.223625613686e+00       2.140373787430e-04 
       7.087623778384e+00       1.620745258452e-05      -1.225208631445e+00       2.140576926513e-04       4.412747739055e-08       1.103186934764e-07       1.279814117156e-13       2.206373869528e-08      -9.189064735836e-01       2.140576926515e-04       6.076533292627e-01       6.939457755019e-01      -1.225208631373e+00       2.140097289695e-04       1.983466693818e-04      -9.189064736921e-01       2.141547805681e-04      -1.659527839306e-03      -1.452012007372e-07       1.985507566331e-04       3.333325238019e-01      -9.189064735836e-01       2.140576932306e-04      -1.223626863026e+00       2.140576932306e-04 
       7.088298060093e+00       1.620901354102e-05      -1.225210174168e+00       2.140780067362e-04       4.414016428105e-08       1.103504107026e-07       1.280428673887e-13       2.207008214053e-08      -9.189076306263e-01       2.140780067365e-04       6.076528713359e-01       6.939454379350e-01      -1.225210174054e+00       2.140300292759e-04       1.983851478902e-04      -9.189076308004e-01       2.141751221986e-04      -1.659841825857e-03      -1.452425672269e-07       1.985892745948e-04       3.333325236460e-01      -9.189076306263e-01       2.140780076649e-04      -1.223628112126e+00       2.140780076648e-04 
       7.088972341802e+00       1.621057450117e-05      -1.225211716680e+00       2.140983207682e-04       4.415285361151e-08       1.103821340288e-07       1.281043467502e-13       2.207642680576e-08      -9.189087875102e-01       2.140983207686e-04       6.076524135650e-01       6.939451004256e-01      -1.225211716523e+00       2.140503295268e-04       1.984236300465e-04      -9.189087877498e-01       2.141954637814e-04      -1.660155841851e-03      -1.452839416080e-07       1.986277962093e-04       3.333325234900e-01      -9.189087875103e-01       2.140983220463e-04      -1.223629360989e+00       2.140983220463e-04 
       7.089646623511e+00       1.621213546497e-05      -1.225213258983e+00       2.141186347478e-04       4.416554538228e-08       1.104138634557e-07       1.281658498074e-13       2.208277269114e-08      -9.189099442375e-01       2.141186347483e-04       6.076519559492e-01       6.939447629730e-01      -1.225213258782e+00       2.140706297226e-04       1.984621158506e-04      -9.189099445425e-01       2.142158053170e-04      -1.660469887290e-03      -1.453253238812e-07       1.986663214768e-04       3.333325233341e-01      -9.189099442375e-01       2.141186363756e-04      -1.223630609619e+00       2.141186363756e-04 
       7.091047628363e+00       1.621537880627e-05      -1.225216462885e+00       2.141608424370e-04       4.419192381512e-08       1.104798095378e-07       1.282937150440e-13       2.209596190756e-08      -9.189123471640e-01       2.141608424377e-04       6.076510056202e-01       6.939440620011e-01      -1.225216462595e+00       2.141128087634e-04       1.985420923087e-04      -9.189123476052e-01       2.142580702777e-04      -1.661122496820e-03      -1.454113321220e-07       1.987463799481e-04       3.333325230099e-01      -9.189123471640e-01       2.141608447915e-04      -1.223633203255e+00       2.141608447915e-04 
       7.092448633215e+00       1.621862216333e-05      -1.225219665926e+00       2.142030499075e-04       4.421831278791e-08       1.105457819698e-07       1.284216826746e-13       2.210915639395e-08      -9.189147494445e-01       2.142030499084e-04       6.076500559513e-01       6.939433612642e-01      -1.225219665546e+00       2.141549875738e-04       1.986220845150e-04      -9.189147500220e-01       2.143003350421e-04      -1.661775233486e-03      -1.454973744462e-07       1.988264541922e-04       3.333325226857e-01      -9.189147494445e-01       2.142030529893e-04      -1.223635795923e+00       2.142030529893e-04 
       7.093849638067e+00       1.622186553616e-05      -1.225222868133e+00       2.142452571644e-04       4.424471230391e-08       1.106117807598e-07       1.285497527647e-13       2.212235615196e-08      -9.189171511000e-01       2.142452571655e-04       6.076491069361e-01       6.939426607554e-01      -1.225222867663e+00       2.141971661589e-04       1.987020924692e-04      -9.189171518138e-01       2.143425996153e-04      -1.662428097302e-03      -1.455834508619e-07       1.989065442108e-04       3.333325223615e-01      -9.189171511000e-01       2.142452609740e-04      -1.223638387650e+00       2.142452609740e-04 
       7.095250642919e+00       1.622510892478e-05      -1.225226069537e+00       2.142874642131e-04       4.427112236647e-08       1.106778059162e-07       1.286779253799e-13       2.213556118324e-08      -9.189195521527e-01       2.142874642144e-04       6.076481585673e-01       6.939419604672e-01      -1.225226068977e+00       2.142393445242e-04       1.987821161713e-04      -9.189195530030e-01       2.143848640027e-04      -1.663081088284e-03      -1.456695613772e-07       1.989866500058e-04       3.333325220372e-01      -9.189195521527e-01       2.142874687510e-04      -1.223640978467e+00       2.142874687510e-04 
       7.096651647771e+00       1.622835232920e-05      -1.225229270168e+00       2.143296710594e-04       4.429754297898e-08       1.107438574475e-07       1.288062005861e-13       2.214877148949e-08      -9.189219526261e-01       2.143296710609e-04       6.076472108378e-01       6.939412603919e-01      -1.225229269518e+00       2.142815226752e-04       1.988621556213e-04      -9.189219536128e-01       2.144271282099e-04      -1.663734206448e-03      -1.457557060003e-07       1.990667715790e-04       3.333325217128e-01      -9.189219526261e-01       2.143296763261e-04      -1.223643568403e+00       2.143296763261e-04 
       7.102700987056e+00       1.624235706891e-05      -1.225243081724e+00       2.145119119824e-04       4.441174461545e-08       1.110293615386e-07       1.293612540487e-13       2.220587230772e-08      -9.189323112929e-01       2.145119119849e-04       6.076431258816e-01       6.939382398710e-01      -1.225243080685e+00       2.144636395621e-04       1.992079353560e-04      -9.189323128699e-01       2.146096170663e-04      -1.666555738038e-03      -1.461280579814e-07       1.994129062967e-04       3.333325203114e-01      -9.189323112930e-01       2.145119204020e-04      -1.223654741836e+00       2.145119204020e-04 
       7.108750326341e+00       1.625636210314e-05      -1.225256878874e+00       2.146941491190e-04       4.452614315494e-08       1.113153578873e-07       1.299182263567e-13       2.226307157747e-08      -9.189426591558e-01       2.146941491223e-04       6.076390528091e-01       6.939352233189e-01      -1.225256877446e+00       2.146457524439e-04       1.995540086832e-04      -9.189426613246e-01       2.147921025534e-04      -1.669379640650e-03      -1.465010465200e-07       1.997593351683e-04       3.333325189087e-01      -9.189426591559e-01       2.146941607011e-04      -1.223665898864e+00       2.146941607011e-04 
       7.114799665626e+00       1.627036743092e-05      -1.225270659647e+00       2.148763820917e-04       4.464073868632e-08       1.116018467158e-07       1.304771222575e-13       2.232036934316e-08      -9.189529947352e-01       2.148763820959e-04       6.076349920375e-01       6.939322112287e-01      -1.225270657827e+00       2.148278609433e-04       1.999003755958e-04      -9.189529974973e-01       2.149745842943e-04      -1.672205913046e-03      -1.468746720495e-07       2.001060580470e-04       3.333325175048e-01      -9.189529947354e-01       2.148763968460e-04      -1.223677037520e+00       2.148763968460e-04 
       7.120849004911e+00       1.628437305144e-05      -1.225284422439e+00       2.150586105915e-04       4.475553131251e-08       1.118888282813e-07       1.310379465493e-13       2.237776565626e-08      -9.189633168294e-01       2.150586105967e-04       6.076309439009e-01       6.939292040011e-01      -1.225284420228e+00       2.150099647510e-04       2.002470360863e-04      -9.189633201863e-01       2.151570619802e-04      -1.675034554186e-03      -1.472489350210e-07       2.004530748094e-04       3.333325160997e-01      -9.189633168297e-01       2.150586285277e-04      -1.223688156203e+00       2.150586285277e-04 
       7.126898344196e+00       1.629837896410e-05      -1.225298166058e+00       2.152408343849e-04       4.487052115261e-08       1.121763028815e-07       1.316007040883e-13       2.243526057631e-08      -9.189736245437e-01       2.152408343910e-04       6.076269086418e-01       6.939262019342e-01      -1.225298163454e+00       2.151920636331e-04       2.005939901465e-04      -9.189736284970e-01       2.153395353780e-04      -1.677865563255e-03      -1.476238359057e-07       2.008003853584e-04       3.333325146933e-01      -9.189736245441e-01       2.152408555127e-04      -1.223699253723e+00       2.152408555126e-04 
       7.132947683481e+00       1.631238516847e-05      -1.225311889725e+00       2.154230533150e-04       4.498570834264e-08       1.124642708566e-07       1.321653997910e-13       2.249285417132e-08      -9.189839172934e-01       2.154230533220e-04       6.076228864093e-01       6.939232052230e-01      -1.225311886726e+00       2.153741574327e-04       2.009412377680e-04      -9.189839218445e-01       2.155220043310e-04      -1.680698939666e-03      -1.479993751945e-07       2.011479896242e-04       3.333325132857e-01      -9.189839172939e-01       2.154230776440e-04      -1.223710329302e+00       2.154230776440e-04 
       7.150607180302e+00       1.635327436277e-05      -1.225351836744e+00       2.159549665945e-04       4.532309831981e-08       1.133077457995e-07       1.338250187387e-13       2.266154915991e-08      -9.190138775577e-01       2.159549666043e-04       6.076112191586e-01       6.939144881213e-01      -1.225351832590e+00       2.159057041698e-04       2.019566175407e-04      -9.190138838627e-01       2.160546498864e-04      -1.688983796847e-03      -1.490993229226e-07       2.021644112300e-04       3.333325091694e-01      -9.190138775588e-01       2.159550003247e-04      -1.223742534544e+00       2.159550003247e-04 
       7.168266677123e+00       1.639416604627e-05      -1.225391623989e+00       2.164868399804e-04       4.566217616139e-08       1.141554404035e-07       1.355013243716e-13       2.283108808069e-08      -9.190437179920e-01       2.164868399930e-04       6.075996597329e-01       6.939058140941e-01      -1.225391618671e+00       2.164372091384e-04       2.029744987547e-04      -9.190437260638e-01       2.165872591271e-04      -1.697288829465e-03      -1.502047293176e-07       2.031833360191e-04       3.333325050426e-01      -9.190437179937e-01       2.164868831952e-04      -1.223774563076e+00       2.164868831952e-04 
       7.185926173944e+00       1.643506023463e-05      -1.225431287217e+00       2.170186799437e-04       4.600294758870e-08       1.150073689718e-07       1.371944476622e-13       2.300147379435e-08      -9.190734654127e-01       2.170186799591e-04       6.075881994248e-01       6.938971742021e-01      -1.225431280726e+00       2.169686788047e-04       2.039948812176e-04      -9.190734752644e-01       2.171198385324e-04      -1.705614054770e-03      -1.513156093947e-07       2.042047660785e-04       3.333325009053e-01      -9.190734654153e-01       2.170187327270e-04      -1.223806450621e+00       2.170187327269e-04 
       7.203585670765e+00       1.647595692371e-05      -1.225470820206e+00       2.175504850861e-04       4.634541657467e-08       1.158635414367e-07       1.389045147505e-13       2.317270828734e-08      -9.191031151548e-01       2.175504851043e-04       6.075768389913e-01       6.938885700002e-01      -1.225470812534e+00       2.175001117657e-04       2.050177647512e-04      -9.191031267995e-01       2.176523867128e-04      -1.713959466138e-03      -1.524319760587e-07       2.052287006458e-04       3.333324967574e-01      -9.191031151584e-01       2.175505475223e-04      -1.223838190984e+00       2.175505475223e-04 
       7.221245167586e+00       1.651685609984e-05      -1.225510196631e+00       2.180822501931e-04       4.668958620095e-08       1.167239655024e-07       1.406316495583e-13       2.334479310048e-08      -9.191326474734e-01       2.180822502142e-04       6.075655837313e-01       6.938800080698e-01      -1.225510187768e+00       2.180315028020e-04       2.060431491680e-04      -9.191326609242e-01       2.181848984620e-04      -1.722325045013e-03      -1.535538411488e-07       2.062551375244e-04       3.333324925989e-01      -9.191326474782e-01       2.180823223672e-04      -1.223869757890e+00       2.180823223671e-04 
       7.238904664407e+00       1.655775776262e-05      -1.225549418036e+00       2.186139752963e-04       4.703546072903e-08       1.175886518226e-07       1.423759803759e-13       2.351773036451e-08      -9.191620635267e-01       2.186139753204e-04       6.075544326743e-01       6.938714880247e-01      -1.225549407973e+00       2.185628519404e-04       2.070710342643e-04      -9.191620787968e-01       2.187173738203e-04      -1.730710788765e-03      -1.546812179169e-07       2.072840764158e-04       3.333324884298e-01      -9.191620635328e-01       2.186140572936e-04      -1.223901152898e+00       2.186140572936e-04 
       7.316091828668e+00       1.673656246723e-05      -1.225719362504e+00       2.209376583630e-04       4.856736056211e-08       1.214184014053e-07       1.502053160464e-13       2.428368028106e-08      -9.192895218780e-01       2.209376584005e-04       6.075068256596e-01       6.938346565336e-01      -1.225719347095e+00       2.208848693661e-04       2.115931224505e-04      -9.192895452569e-01       2.210443787641e-04      -1.767600494184e-03      -1.596738629362e-07       2.118108054213e-04       3.333324700835e-01      -9.192895218921e-01       2.209377843106e-04      -1.224036691124e+00       2.209377843106e-04 
       7.393278992930e+00       1.691541483902e-05      -1.225886920388e+00       2.232606631782e-04       5.013228987969e-08       1.253307246992e-07       1.583766396566e-13       2.506614493985e-08      -9.194151902907e-01       2.232606632299e-04       6.074610179614e-01       6.937984814660e-01      -1.225886899458e+00       2.232061718612e-04       2.161629654382e-04      -9.194152220376e-01       2.233707753499e-04      -1.804875447044e-03      -1.647731896869e-07       2.163853377857e-04       3.333324515351e-01      -9.194151903164e-01       2.232608347581e-04      -1.224169521156e+00       2.232608347581e-04 
       7.470466157191e+00       1.709431488227e-05      -1.226052278080e+00       2.255830079737e-04       5.173061033288e-08       1.293265258322e-07       1.669011300746e-13       2.586530516644e-08      -9.195392085599e-01       2.255830080406e-04       6.074169198441e-01       6.937629162061e-01      -1.226052251453e+00       2.255267772556e-04       2.207805477232e-04      -9.195392489391e-01       2.256965825185e-04      -1.842535497533e-03      -1.699803103270e-07       2.210076579779e-04       3.333324327845e-01      -9.195392086006e-01       2.255832269091e-04      -1.224299830440e+00       2.255832269091e-04 
       7.547653321453e+00       1.727326260125e-05      -1.226215606453e+00       2.279047095023e-04       5.336268373832e-08       1.334067093458e-07       1.757902120861e-13       2.668134186916e-08      -9.196617048395e-01       2.279047095851e-04       6.073744472123e-01       6.937279180193e-01      -1.226215573948e+00       2.278467018998e-04       2.254458545833e-04      -9.196617541212e-01       2.280218177311e-04      -1.880580497996e-03      -1.752963366252e-07       2.256777512475e-04       3.333324138316e-01      -9.196617048990e-01       2.279049775567e-04      -1.224427790912e+00       2.279049775566e-04 
       7.624840485714e+00       1.745225800018e-05      -1.226377065039e+00       2.302257836762e-04       5.502887220354e-08       1.375721805088e-07       1.850555596849e-13       2.751443610177e-08      -9.197827987795e-01       2.302257837760e-04       6.073335206335e-01       6.936934470061e-01      -1.226377026471e+00       2.301659613037e-04       2.301588716552e-04      -9.197828572391e-01       2.303464976079e-04      -1.919010301328e-03      -1.807223799511e-07       2.303956031947e-04       3.333323946762e-01      -9.197827988616e-01       2.302261026559e-04      -1.224553563175e+00       2.302261026559e-04 
       7.702027649976e+00       1.763130108314e-05      -1.226536803257e+00       2.325462456921e-04       5.672953814524e-08       1.418238453631e-07       1.947090990526e-13       2.836476907262e-08      -9.199026024431e-01       2.325462458097e-04       6.072940650129e-01       6.936594657964e-01      -1.226536758438e+00       2.324845702612e-04       2.349195847070e-04      -9.199026703617e-01       2.326706380525e-04      -1.957824760078e-03      -1.862595512614e-07       2.351611995340e-04       3.333323753181e-01      -9.199026025519e-01       2.325466174477e-04      -1.224677297719e+00       2.325466174476e-04 
       7.818931509220e+00       1.790256167438e-05      -1.226775743626e+00       2.360595640628e-04       5.937174276695e-08       1.484293569174e-07       2.100963125626e-13       2.968587138347e-08      -9.200818077192e-01       2.360595642095e-04       6.072369567757e-01       6.936088610135e-01      -1.226775688969e+00       2.359950082738e-04       2.422207169658e-04      -9.200818905119e-01       2.361896676508e-04      -2.017343338491e-03      -1.948599634587e-07       2.424698180253e-04       3.333323456131e-01      -9.200818078762e-01       2.360600193713e-04      -1.224861106850e+00       2.360600193713e-04 
       7.935835368465e+00       1.817393169034e-05      -1.227011533741e+00       2.395715649480e-04       6.209512924794e-08       1.552378231199e-07       2.264454474751e-13       3.104756462397e-08      -9.202586503060e-01       2.395715651261e-04       6.071828238933e-01       6.935591806747e-01      -1.227011468792e+00       2.395040386479e-04       2.496311776552e-04      -9.202587486505e-01       2.397075506598e-04      -2.077743443306e-03      -2.037216946334e-07       2.498878789799e-04       3.333323154424e-01      -9.202586505213e-01       2.395721083046e-04      -1.225041043960e+00       2.395721083046e-04 
       8.052739227709e+00       1.844541110187e-05      -1.227244488981e+00       2.430822739389e-04       6.490095550342e-08       1.622523887585e-07       2.438013154633e-13       3.245047775171e-08      -9.204333667358e-01       2.430822741507e-04       6.071314746267e-01       6.935103458850e-01      -1.227244413269e+00       2.430116855725e-04       2.571509205935e-04      -9.204334813297e-01       2.432243151193e-04      -2.139024508284e-03      -2.128485936346e-07       2.574153290319e-04       3.333322848053e-01      -9.204333670200e-01       2.430829100000e-04      -1.225217428366e+00       2.430829099999e-04 
       8.169643086953e+00       1.871699996390e-05      -1.227475047105e+00       2.465917468577e-04       6.779049015269e-08       1.694762253817e-07       2.622101680785e-13       3.389524507634e-08      -9.206062853292e-01       2.465917471061e-04       6.070826976404e-01       6.934622471549e-01      -1.227474960146e+00       2.465180034671e-04       2.647799009889e-04      -9.206064168908e-01       2.467400192974e-04      -2.201186082906e-03      -2.222445183994e-07       2.650521298303e-04       3.333322537013e-01      -9.206062856934e-01       2.465924804507e-04      -1.225390701519e+00       2.465924804506e-04 
       8.286546946198e+00       1.898869827479e-05      -1.227703494338e+00       2.501000122661e-04       7.076499657481e-08       1.769124914370e-07       2.817196585042e-13       3.538249828740e-08      -9.207776207536e-01       2.501000125537e-04       6.070363234148e-01       6.934148128812e-01      -1.227703395632e+00       2.500230194886e-04       2.725180751797e-04      -9.207777700217e-01       2.502546941977e-04      -2.264227642554e-03      -2.319133174338e-07       2.727982350442e-04       3.333322221300e-01      -9.207776212095e-01       2.501008483700e-04      -1.225561153556e+00       2.501008483700e-04 
       8.403450805442e+00       1.926050603029e-05      -1.227930082913e+00       2.536070949175e-04       7.382573894907e-08       1.845643473727e-07       3.023788874401e-13       3.691286947453e-08      -9.209475621846e-01       2.536070952472e-04       6.069921969954e-01       6.933679799588e-01      -1.227929971946e+00       2.535267569848e-04       2.803654003218e-04      -9.209477299190e-01       2.537683670128e-04      -2.328148657411e-03      -2.418588365382e-07       2.806535984576e-04       3.333321900906e-01      -9.209475627444e-01       2.536080386665e-04      -1.225729040660e+00       2.536080386665e-04 
       8.520354664686e+00       1.953242327974e-05      -1.228155151682e+00       2.571130418875e-04       7.697399046917e-08       1.924349761729e-07       3.242384628761e-13       3.848699523458e-08      -9.211163637614e-01       2.571130422625e-04       6.069501498498e-01       6.933216636294e-01      -1.228155027926e+00       2.570292616244e-04       2.883218344595e-04      -9.211165507432e-01       2.572810872541e-04      -2.392948675387e-03      -2.520849274515e-07       2.886181839691e-04       3.333321575828e-01      -9.211163644381e-01       2.571140986236e-04      -1.225894705443e+00       2.571140986235e-04 
       8.691730354928e+00       1.993123937928e-05      -1.228482742298e+00       2.622505846383e-04       8.174999976798e-08       2.043749994200e-07       3.585623175703e-13       4.087499988399e-08      -9.213620567236e-01       2.622505850852e-04       6.068920016148e-01       6.932546003699e-01      -1.228482598805e+00       2.621615794925e-04       3.001827291158e-04      -9.213622733781e-01       2.624288953533e-04      -2.489530209032e-03      -2.675910591552e-07       3.004912251054e-04       3.333321090797e-01      -9.213620575961e-01       2.622518169869e-04      -1.226133951117e+00       2.622518169869e-04 
       8.863106045169e+00       2.033029082746e-05      -1.228808085416e+00       2.673857953932e-04       8.672079191285e-08       2.168019797821e-07       3.957479679459e-13       4.336039595643e-08      -9.216060640626e-01       2.673857959192e-04       6.068376607825e-01       6.931883924009e-01      -1.228807920968e+00       2.672913490644e-04       3.122778862956e-04      -9.216063121837e-01       2.675747778363e-04      -2.587998047026e-03      -2.837205075826e-07       3.125987658071e-04       3.333320595669e-01      -9.216060651622e-01       2.673872155003e-04      -1.226369460713e+00       2.673872155002e-04 
       9.034481735411e+00       2.072957767392e-05      -1.229131793529e+00       2.725187542242e-04       9.189038082309e-08       2.297259520577e-07       4.359726402871e-13       4.594519041154e-08      -9.218488451476e-01       2.725187548372e-04       6.067867607821e-01       6.931228864696e-01      -1.229131606858e+00       2.724186459646e-04       3.246071830158e-04      -9.218491265996e-01       2.727188224114e-04      -2.688350629181e-03      -3.004853694052e-07       3.249406836831e-04       3.333320090426e-01      -9.218488465075e-01       2.725203749042e-04      -1.226601859165e+00       2.725203749042e-04 
